FirmName,Year,IPO Revenue,IPO Rank,IPO Market Share,IPO Num of Issues
Morgan Lewis & Bockius,2010,456.8,49,0.6,4
Cozen & O'Connor,2010,411,50,0.6,4
Jones Day,2010,407.8,51,0.6,1
Schiff Hardin & Waite,2010,390.2,52,0.5,1
Tian Yuan Law Firm,2010,382.7,53,0.5,3
"Saul, Ewing, Remick & Saul",2010,382.3,54,0.5,1
Fenwick & West LLP,2010,373.5,55,0.5,3
Rogers & Hardin,2010,368.5,56,0.5,1
Cleary Gottlieb Steen & Hamilton,2010,366.4,57,0.5,2
Stephenson Harwood,2010,350,58,0.5,1
Proskauer Rose LLP,2010,341,59,0.5,2
Briggs and Morgan (MN),2010,340,60,0.5,1
Weil Gotshal & Manges,2010,335.1,61,0.5,2
Cooley Godward LLP,2010,334.7,62,0.5,3
Wachtell Lipton Rosen & Katz,2010,332,63,0.4,2
Appleby Spurling & Kempe,2010,331.3,64,0.4,2
Pillsbury Winthrop Shaw Pitt LLP,2010,315.8,65,0.4,3
Schulte Roth & Zabel LLP,2010,292.2,66,0.4,2
Shearman & Sterling LLP,2010,287.4,67,0.4,3
Kramer Levin Naftalis & Frankel,2010,280.7,68,0.4,4
Stroock & Stroock & Lavan,2010,280,69,0.4,1
Orrick Herrington & Sutcliffe LLP,2010,277.9,70,0.4,4
Fangda Partners,2010,277.7,71,0.4,4
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2010,275.9,72,0.4,3
Debevoise & Plimpton,2010,273.7,73,0.4,1
Squire Sanders & Dempsey (US) LLP,2010,261.9,74,0.4,2
Watson Farley & Williams,2010,256.5,75,0.3,1
Walkers,2010,244.5,76,0.3,2
Jingtian & Gongcheng,2010,237.1,77,0.3,4
"Paul, Weiss",2010,235.5,78,0.3,1
Baker & Botts,2010,234.5,79,0.3,1
TransAsia Lawyers,2010,233.3,80,0.3,1
Morris Nichols Arsht & Tunnell,2010,231.7,81,0.3,1
"Sheppard, Mullin, Richter & Hampton",2010,230,82,0.3,1
Reeder & Simpson PC,2010,228.2,83,0.3,1
Ballard Spahr Andrews & Ingersoll,2010,210,84,0.3,1
Zhong Lun Law Firm,2010,205.9,85,0.3,2
Jincheng Tongda & Neal Law Firm,2010,205.6,86,0.3,2
Ice Miller LLP,2010,202.4,87*,0.3,1
Winston & Strawn,2010,202.4,87*,0.3,1
Willkie Farr & Gallagher,2010,200,89,0.3,2
Davis Polk & Wardwell,2010,189.1,90,0.3,2
"Kemp, Klein, Umphrey & Endelman",2010,170,91*,0.2,1
"Mitchell, Williams, Selig, Gates & Woodyard",2010,170,91*,0.2,1
Seward & Kissel,2010,168.4,93,0.2,1
Holland & Hart,2010,166.8,94,0.2,1
"Vorys, Sater, Seymour & Pease",2010,161,95,0.2,1
Norton Rose,2010,159.6,96,0.2,1
Hogan & Hartson,2010,151.7,97,0.2,1
Alston & Bird,2010,150,98*,0.2,1
"Akin, Gump, Strauss, Hauer & Feld",2010,150,98*,0.2,1
Advokatfirman Vinge,2010,128.8,100,0.2,1
I Gornitzky & Co,2010,125.3,101,0.2,1
Myers & Alberga,2010,124,102,0.2,1
Sutherland Asbill & Brennan LLP,2010,123.1,103,0.2,2
Mintz Levin Cohn Ferris Glovsky & Popeo,2010,121.8,104,0.2,3
Morrison & Foerster,2010,115,105,0.2,1
Global Law Office,2010,114,106,0.2,2
Ellenoff Grossman Schole & Cyruli,2010,111.1,107,0.2,5
B & D Law Firm,2010,107.1,108,0.1,4
Trend Associates,2010,103.3,109,0.1,1
Haiwen & Partners,2010,102.6,110*,0.1,1
Lee and Li,2010,102.6,110*,0.1,1
Drinker Biddle & Reath LLP,2010,100,112*,0.1,1
Nixon Peabody LLP,2010,100,112*,0.1,1
Chandler and Thong-Ek,2010,97.8,114,0.1,1
Haynes & Boone,2010,90,115,0.1,1
"Thorp, Reed & Armstrong (PA)",2010,87.4,116,0.1,1
Perkins Coie,2010,86.3,117,0.1,1
Lowenstein Sandler PC,2010,86.2,118,0.1,1
S&R Associates,2010,80.5,119,0.1,1
Robinson Bradshaw & Hinson,2010,75,120,0.1,1
Mayer Brown LLP,2010,72.5,121,0.1,1
Dacheng Law Offices,2010,70,122,0.1,2
Fulbright & Jaworski,2010,69,123,0.1,1
Morris Manning & Martin LLP,2010,65.6,124,0.1,1
Baker & McKenzie,2010,64.2,125*,0.1,1
Chen & Co Law Firm,2010,64.2,125*,0.1,1
Appleby,2010,64,127*,0.1,1
Kelley Drye & Warren,2010,64,127*,0.1,1
Faegre & Benson,2010,56.5,129,0.1,1
Olshan Grundman Frome & Rosenzweig,2010,50,130,0.1,2
Gennari Aronson LLP,2010,43.8,131,0.1,1
"Anslow & Jaclin, LLP",2010,43,132,0.1,2
Withers,2010,42.5,133,0.1,2
"Ulmer, Berne, Laronge, Glickman & Curtis",2010,34.5,134,0.1,1
Gusrae Kaplan & Bruno,2010,32.3,135,0,1
Guzov Ofsink LLC,2010,27.3,136,0,1
Grandall Legal Group,2010,22.5,137,0,1
"Elias, Matz, Tiernan & Herrick",2010,21.6,138,0,1
JunZeJun Law Offices,2010,20,139*,0,1
"Hanson,Bridgett,Marcus,Vlahos & Rudy (CA)",2010,20,139*,0,1
"Wyrick, Robbins, Yates & Ponton",2010,20,139*,0,1
Harney Westwood & Riegels,2010,16,142,0,1
Correro Fishman Haygood Phelps Weiss Walmsley&Cast,2010,15.6,143,0,1
Wickersham & Murphy,2010,15.4,144,0,1
Mclaughlin & Stern,2010,15,145*,0,1
Richardson & Patel LLP,2010,15,145*,0,1
Kilpatrick Stockton LLP,2010,10.2,147,0,1
AllBright Law Offices,2010,10,148,0,1
Fredrikson & Byron,2010,7.6,149,0,1
Loeb & Loeb,2010,5,150,0,2
Dykema Gossett,2010,1.6,151,0,1
"Sichenzia Ross & Friedman, LLP",2010,1.3,152,0,1
Baker Botts LLP,2010,1,153*,0,1
Skadden Arps Slate Meagher & Flom (International),2010,1,153*,0,1
Stradley Ronon Stevens & Young,2010,1,153*,0,1
Conrad C Lysiak PS,2010,0.1,156,0,1
Bryan Cave LLP,2010,0,157*,0,1
Stevens & Lee P.C.,2010,0,157*,0,1
Vedder Price PC,2010,0,157*,0,1
Simpson Thacher & Bartlett,2011,7768.6,1,11.9,10
"Skadden, Arps, Slate, Meagher & Flom",2011,6047.1,2,9.3,16
Latham & Watkins,2011,4913.3,3,7.5,20
Bracewell & Giuliani,2011,4823.6,4,7.4,3
Bass Berry & Sims PLC,2011,4509.2,5,6.9,2
Davis Polk & Wardwell,2011,4169.9,6,6.4,12
Weil Gotshal & Manges,2011,3793.6,7,5.8,5
Venable LLP,2011,3005.9,8,4.6,10
Maples & Calder,2011,2508.7,9,3.8,11
DLA Piper LLP,2011,2398.4,10,3.7,11
Conyers Dill & Pearman,2011,2286.2,11,3.5,11
Richards Layton & Finger,2011,2174.7,12,3.3,7
Vinson & Elkins LLP,2011,2039.9,13,3.1,8
Clifford Chance,2011,2004.3,14,3.1,2
Wilson Sonsini Goodrich & Rosati,2011,1969,15,3,13
K&L Gates,2011,1890,16,2.9,10
WilmerHale,2011,1508.3,17,2.3,2
Van Doorne,2011,1434.8,18,2.2,1
Harney Westwood & Riegels,2011,1285.6,19*,2,2
"Paul, Weiss",2011,1285.6,19*,2,2
Cooley Godward LLP,2011,1232.9,21,1.9,5
"Akin, Gump, Strauss, Hauer & Feld",2011,1179.1,22,1.8,6
Goodwin Procter LLP,2011,1144,23,1.8,5
Fried Frank Harris Shriver & Jacobson,2011,1103.3,24,1.7,4
Hunton & Williams,2011,1095.1,25,1.7,4
O'Melveny & Myers,2011,1070.3,26,1.6,5
Covington & Burling,2011,1058.9,27,1.6,3
Ropes & Gray,2011,1036,28,1.6,6
Munger Tolles & Olson,2011,922.9,29,1.4,1
Mayer Brown LLP,2011,905,30,1.4,2
Appleby Spurling & Kempe,2011,854.9,31*,1.3,1
TransAsia Lawyers,2011,854.9,31*,1.3,1
Kirkland & Ellis,2011,805.8,33,1.2,5
Winston & Strawn,2011,805,34,1.2,1
Willkie Farr & Gallagher,2011,778.1,35,1.2,4
Gibson Dunn & Crutcher,2011,750,36,1.2,1
Dechert,2011,682.5,37,1.1,4
Sutherland Asbill & Brennan LLP,2011,646.7,38,1,7
Ellenoff Grossman Schole & Cyruli,2011,630.2,39,1,9
Hogan Lovells US LLP,2011,626.2,40,1,2
Zhong Lun Law Firm,2011,582.5,41,0.9,4
Wachtell Lipton Rosen & Katz,2011,558.4,42,0.9,2
Andrews Kurth LLP,2011,550.8,43,0.8,5
Carey Olsen,2011,529.7,44,0.8,1
Jones Day,2011,490.3,45,0.8,3
Proskauer Rose LLP,2011,460.1,46,0.7,2
Osler Hoskin & Harcourt LLP,2011,422.5,47,0.7,2
Commerce & Finance Law Offices,2011,408.8,48,0.6,4
Loyens & Loeff,2011,400,49,0.6,1
Commercial Law Group PC,2011,380,50,0.6,1
"Elvinger, Hoss & Prussen",2011,361.4,51*,0.6,1
Milbank Tweed Hadley & McCloy,2011,361.4,51*,0.6,1
Loeb & Loeb,2011,346.3,53,0.5,7
Chapman & Cutler,2011,345,54,0.5,3
Orrick Herrington & Sutcliffe LLP,2011,343.8,55,0.5,3
Watson Farley & Williams,2011,310.5,56,0.5,1
Linklaters,2011,304.6,57,0.5,1
McDermott Will & Emery,2011,301,58,0.5,3
King and Wood,2011,288.9,59,0.4,2
Clifford Chance US LLP,2011,275,60,0.4,2
Morris James Hitchens & Williams,2011,267.7,61,0.4,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2011,262.1,62,0.4,2
Greenberg Traurig,2011,261.8,63,0.4,4
Foley & Lardner,2011,251,64,0.4,2
Husch Blackwell Sanders LLP,2011,250,65*,0.4,1
Sullivan & Cromwell,2011,250,65*,0.4,1
Fangda Partners,2011,249,67*,0.4,2
Mintz Levin Cohn Ferris Glovsky & Popeo,2011,249,67*,0.4,4
Fenwick & West LLP,2011,235.4,69,0.4,3
Morrison & Foerster,2011,215,70,0.3,2
"Paul, Hastings, Janofsky & Walker",2011,204.3,71,0.3,2
Cassels Brock & Blackwell LLP,2011,200,72*,0.3,1
"Cravath, Swaine & Moore",2011,200,72*,0.3,1
Bennett Jones,2011,195,74,0.3,1
Cooley Godward Kronish LLP,2011,193.5,75,0.3,2
Mcdermott Will & Emery,2011,189.9,76,0.3,1
Cox & Associates (MO),2011,180,77*,0.3,1
"Kaye, Scholer, Fierman, Hays & Handler",2011,180,77*,0.3,1
Stibbe & Simont,2011,180,77*,0.3,1
Foley Hoag & Eliot LLP,2011,175,80*,0.3,1
Stoel Rives LLP,2011,175,80*,0.3,1
Hinckley Allen & Snyder,2011,171.9,82,0.3,1
Walkers,2011,170.9,83,0.3,3
"Kaye, Scholer LLP",2011,167.4,84,0.3,1
Herrick & Feinstein,2011,163,85,0.3,1
Baker Botts LLP,2011,162,86,0.3,1
Morgan Lewis & Bockius,2011,160,87,0.3,2
Graubard Miller,2011,159,88,0.2,3
Paul Hastings LLP,2011,156,89,0.2,2
Faegre & Benson,2011,150,90*,0.2,1
Kramer Levin Naftalis & Frankel,2011,150,90*,0.2,1
Wilmer Cutler & Pickering,2011,142.9,92,0.2,2
Kolesar & Leatham (NV),2011,140,93*,0.2,1
Maples and Calder Asia,2011,140,93*,0.2,1
Kilpatrick Stockton LLP,2011,138.9,95,0.2,1
Seward & Kissel (NY),2011,132,96,0.2,1
Sidley Austin LLP,2011,127.8,97,0.2,1
"Saul, Ewing, Remick & Saul",2011,126,98,0.2,1
Squire Sanders & Dempsey (US) LLP,2011,125,99,0.2,1
Fulbright & Jaworski,2011,115,100,0.2,1
Gable & Gotwals,2011,111.8,101,0.2,1
Porter Hedges LLP,2011,111,102,0.2,1
Crowe & Dunlevy,2011,100.1,103,0.2,1
Appleby,2011,100,104,0.2,1
Han Kun Law Offices,2011,91.4,105,0.1,5
Armstrong Teasdale LLP,2011,91,106,0.1,2
De Brauw Blackstone Westbroek NV,2011,90,107*,0.1,1
White & Case LLP,2011,90,107*,0.1,1
Shearman & Sterling LLP,2011,89.7,109,0.1,1
Jincheng Tongda & Neal Law Firm,2011,89.1,110,0.1,1
Helfrey Neiers & Jones PC,2011,85,111,0.1,1
"Nelson, Mullins, Riley & Scarborough",2011,80.6,112,0.1,1
"Barack,Ferrazzano,Kirschbaum & Perlman",2011,80,113*,0.1,1
Ogier & Le Massurier,2011,80,113*,0.1,1
Perkins Coie,2011,79.6,115,0.1,1
Jingtian & Gongcheng,2011,77.4,116,0.1,1
Zhong Yin Law Firm,2011,57.5,117*,0.1,1
Fraser Milner Casgrain,2011,57.5,117*,0.1,1
"Fox, Rothschild, O'Brien & Frankel",2011,57.5,117*,0.1,2
Freshfields Bruckhaus Deringer,2011,57.5,117*,0.1,1
B & D Law Firm,2011,57,121,0.1,2
Ozannes,2011,50,122*,0.1,1
Brownstein Hyatt Farber & Strickland,2011,50,122*,0.1,1
"Akerman, Senterfitt & Edison",2011,50,122*,0.1,1
Reeder & Simpson PC,2011,48,125,0.1,1
Lane Powell PC,2011,46,126,0.1,1
Luse Lehman Gorman Pomerenk & Schick,2011,42.2,127,0.1,2
Trend Associates,2011,42,128,0.1,1
Sullivan & Triggs LLP,2011,41.8,129,0.1,1
Dacheng Law Offices,2011,30,130*,0.1,1
Forbes Fields & Associates,2011,30,130*,0.1,1
"Gersten, Savage, Kaplowitz, Wolf & Marcus LLP",2011,30,130*,0.1,1
LKP Global Law LLP,2011,30,130*,0.1,1
"McAndrews, Allen & Matson",2011,28.8,134,0,1
Gusrae Kaplan & Bruno,2011,27,135,0,1
Kutak Rock,2011,23,136,0,1
Lewis & Roca,2011,20,137*,0,1
"Stinson, Morrison, Hecker LLP",2011,20,137*,0,1
Reed Smith LLP,2011,16.9,139*,0,1
Yigal Arnon & Co,2011,16.9,139*,0,1
Fredrikson & Byron,2011,16.5,141,0,1
Harris Beach LLP,2011,5.8,142,0,1
Hart & Trinen,2011,4.8,143,0,1
"Anslow & Jaclin, LLP",2011,0,144*,0,1
Stuarts Walker Hersant,2011,0,144*,0,1
Fenwick & West LLP,2012,17377.2,1,24.5,7
"Skadden, Arps, Slate, Meagher & Flom",2012,5171.2,2,7.3,14
Goodwin Procter LLP,2012,4196.7,3,5.9,6
Simpson Thacher & Bartlett,2012,3196.8,4,4.5,8
Vinson & Elkins LLP,2012,3185.2,5,4.5,10
Latham & Watkins,2012,3126.9,6,4.4,11
Venable LLP,2012,3056.6,7,4.3,9
Ropes & Gray,2012,2851.6,8,4,9
Richards Layton & Finger,2012,2814.8,9,4,6
K&L Gates,2012,2131.9,10,3,10
Baker Botts LLP,2012,1994.8,11,2.8,4
Bingham McCutchen LLP,2012,1980.2,12,2.8,7
Weil Gotshal & Manges,2012,1675,13,2.4,4
Wilson Sonsini Goodrich & Rosati,2012,1502.7,14,2.1,13
Bracewell & Giuliani,2012,1333.5,15,1.9,4
Wachtell Lipton Rosen & Katz,2012,1234.2,16,1.7,4
Walkers,2012,911.8,17,1.3,4
Commercial Law Group PC,2012,862.5,18,1.2,1
Chapman & Cutler,2012,830,19,1.2,2
Sidley Austin LLP,2012,818,20,1.2,1
Cooley LLP,2012,779.8,21,1.1,8
Sullivan & Cromwell,2012,770,22,1.1,4
Foley & Lardner,2012,769,23,1.1,3
Dechert,2012,762,24,1.1,5
Kirkland & Ellis,2012,751.1,25,1.1,6
WilmerHale,2012,738.4,26,1,5
Conyers Dill & Pearman,2012,729.7,27,1,6
Willkie Farr & Gallagher,2012,689.3,28,1,2
Covington & Burling,2012,627.9,29,0.9,1
Stroock & Stroock & Lavan,2012,613,30,0.9,1
O'Melveny & Myers,2012,490.3,31,0.7,1
Fried Frank Harris Shriver & Jacobson,2012,477.3,32,0.7,1
Morris Nichols Arsht & Tunnell,2012,470,33,0.7,1
Davis Polk & Wardwell,2012,460.8,34,0.7,3
Ashurst LLP,2012,400,35,0.6,1
Orrick Herrington & Sutcliffe LLP,2012,369.9,36,0.5,2
Husch Blackwell Sanders LLP,2012,363.5,37,0.5,2
Cleary Gottlieb Steen & Hamilton,2012,360.3,38,0.5,2
Luse Lehman Gorman Pomerenk & Schick,2012,353.2,39,0.5,3
Pillsbury Winthrop Shaw Pitt LLP,2012,330.5,40,0.5,5
"Cravath, Swaine & Moore",2012,329,41,0.5,1
Dow Lohnes & Albertson,2012,300,42,0.4,1
Maples & Calder,2012,294.7,43,0.4,3
Ballard Spahr Andrews & Ingersoll,2012,281.9,44,0.4,1
Heenan Blaikie,2012,280,45*,0.4,1
Seward & Kissel (NY),2012,280,45*,0.4,1
Sutherland Asbill & Brennan LLP,2012,270,47,0.4,2
Kramer Levin Naftalis & Frankel,2012,263.5,48,0.4,2
"Akin, Gump, Strauss, Hauer & Feld",2012,251.6,49,0.4,1
Hunton & Williams,2012,250,50*,0.4,1
Potter Anderson & Corroon (DE),2012,250,50*,0.4,1
Gibson Dunn & Crutcher,2012,236.9,52,0.3,2
Mintz Levin Cohn Ferris Glovsky & Popeo,2012,228.3,53,0.3,4
Watson Farley & Williams,2012,221.4,54,0.3,1
Loeb & Loeb,2012,220,55,0.3,4
Stradley Ronon Stevens & Young,2012,215,56,0.3,1
"Silver, Freedman & Taff",2012,211.6,57,0.3,1
Baker & Hostetler LLP,2012,202.3,58,0.3,1
Houthoff Buruma,2012,200,59*,0.3,1
Morgan Lewis & Bockius,2012,200,59*,0.3,1
Han Kun Law Offices,2012,198,61,0.3,2
Sullivan & Worcester LLP,2012,197.8,62,0.3,1
Mayer Brown LLP,2012,189.5,63,0.3,2
Pepper Hamilton LLP,2012,188,64,0.3,1
Jun He Law Offices,2012,180,65,0.3,2
Greenberg Traurig,2012,178.8,66,0.3,2
Haynes & Boone,2012,178.6,67,0.3,1
Brownstein Hyatt Farber Schreck,2012,175,68,0.3,1
"Wyrick, Robbins, Yates & Ponton",2012,173,69,0.2,2
Thompson & Knight PC,2012,172.5,70,0.2,1
Ellenoff Grossman Schole & Cyruli,2012,171.5,71,0.2,4
Ice Miller LLP,2012,161.5,72,0.2,1
Graubard Miller,2012,159,73,0.2,3
"Akerman, Senterfitt & Edison",2012,145,74,0.2,1
Hogan Lovells US LLP,2012,144.3,75,0.2,2
Proskauer Rose LLP,2012,142.5,76*,0.2,1
Morrison & Foerster,2012,142.5,76*,0.2,1
Duane Morris LLP,2012,138,78,0.2,1
Perkins Coie,2012,131.1,79,0.2,1
Stikeman Elliott (Canada),2012,130.5,80,0.2,1
Allen & Overy,2012,128,81,0.2,1
Holland & Hart,2012,123.2,82,0.2,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2012,122.6,83,0.2,2
Ogier & Le Massurier,2012,122,84,0.2,3
Reed Smith LLP,2012,117.3,85,0.2,1
Drinker Biddle & Reath LLP,2012,115,86,0.2,1
Shearman & Sterling LLP,2012,108.1,87,0.2,2
Davis Wright Tremaine,2012,95.9,88,0.1,1
Zhong Lun Law Firm,2012,94.2,89,0.1,1
Amarchand Mangaldas,2012,90,90,0.1,1
"Sheppard, Mullin, Richter & Hampton",2012,88,91,0.1,1
Jones Day,2012,87.2,92,0.1,1
"Nelson, Mullins, Riley & Scarborough",2012,86.3,93,0.1,1
Gross Kleinhendler Hodak Halevy Greenberg & Co,2012,84.3,94*,0.1,1
White & Case LLP,2012,84.3,94*,0.1,1
Harney Westwood & Riegels,2012,80,96,0.1,1
Arendt and Medernach,2012,79.3,97,0.1,1
Faegre & Benson,2012,79.1,98,0.1,1
"Paul, Hastings, Janofsky & Walker",2012,76.7,99,0.1,1
Meitar Liquornik Geva & Co,2012,75,100,0.1,1
Thorp Alberga Co Ltd,2012,71.5,101,0.1,1
Foley Hoag & Eliot LLP,2012,62.8,102,0.1,1
Bass Berry & Sims PLC,2012,58.2,103,0.1,1
Reeder & Simpson PC,2012,50,104,0.1,1
Corrs Chambers Westgarth,2012,48.8,105,0.1,1
Maples and Calder Asia,2012,41.4,106,0.1,1
Milbank Tweed Hadley & McCloy,2012,38.4,107,0.1,1
Jingtian & Gongcheng,2012,33.3,108,0.1,1
"Elias, Matz, Tiernan & Herrick",2012,31.6,109,0,1
DLA Piper LLP,2012,20,110,0,1
"Paul, Weiss",2012,18.8,111,0,1
Burns & Levinson,2012,18.7,112,0,1
Ober Kaler Grimes & Shriver,2012,16.5,113,0,1
Eaton & Van Winkle,2012,15.4,114,0,1
Richardson & Patel LLP,2012,13.8,115,0,1
"Morse, Zelnick, Rose & Lander, L.L.P.",2012,2.8,116,0,1
Simpson Thacher & Bartlett,2013,8881.2,1,10.5,14
Vinson & Elkins LLP,2013,7781.8,2,9.2,11
Ropes & Gray,2013,7256.6,3,8.6,11
Latham & Watkins,2013,5414.9,4,6.4,24
Venable LLP,2013,5206.5,5,6.2,21
"Skadden, Arps, Slate, Meagher & Flom",2013,5182.3,6,6.1,14
White & Case LLP,2013,4248.2,7,5,5
Wilson Sonsini Goodrich & Rosati,2013,3298.4,8,3.9,10
Debevoise & Plimpton,2013,2906.6,9,3.4,5
Sullivan & Cromwell,2013,2612.2,10,3.1,6
Bingham McCutchen LLP,2013,2241.6,11,2.7,7
Kirkland & Ellis,2013,2091.7,12,2.5,7
K&L Gates,2013,1920.5,13,2.3,8
"Paul, Weiss",2013,1844.6,14,2.2,5
Dechert,2013,1844.1,15,2.2,14
Gibson Dunn & Crutcher,2013,1834.5,16,2.2,5
Clifford Chance US LLP,2013,1610.9,17,1.9,4
Cooley LLP,2013,1589.4,18,1.9,12
Chapman & Cutler,2013,1517.5,19,1.8,1
McDermott Will & Emery,2013,1474.1,20,1.7,4
Baker Botts LLP,2013,1298.2,21,1.5,4
Conyers Dill & Pearman,2013,1234.7,22,1.5,7
Hogan Lovells US LLP,2013,1179.4,23,1.4,3
Hunton & Williams,2013,1135.8,24,1.3,8
Willkie Farr & Gallagher,2013,1115.3,25,1.3,3
Sidley Austin LLP,2013,1114,26,1.3,5
"Smith,Anderson,Blount,Dorsett and Jernigan",2013,1089.5,27,1.3,1
Andrews Kurth LLP,2013,1058.6,28,1.3,5
Fenwick & West LLP,2013,760.6,29,0.9,6
Goodwin Procter LLP,2013,753.7,30,0.9,9
WilmerHale,2013,753,31,0.9,6
Fried Frank Harris Shriver & Jacobson,2013,727,32,0.9,2
NautaDutilh,2013,665,33,0.8,2
O'Melveny & Myers,2013,585.1,34,0.7,2
"Akin, Gump, Hauer & Feld",2013,575.8,35*,0.7,1
"Goldman, Antonetti, Cordova & Axtmayer (PR)",2013,575.8,35*,0.7,1
Paul Hastings LLP,2013,567.9,37,0.7,2
Mattos Filho Veiga Filho Marrey Jr,2013,550,38,0.7,1
"Cravath, Swaine & Moore",2013,485.5,39,0.6,2
Morgan Lewis & Bockius,2013,483,40,0.6,2
Maples & Calder,2013,436.1,41,0.5,4
TransAsia Lawyers,2013,435.2,42,0.5,3
Shearman & Sterling LLP,2013,420.9,43,0.5,2
Blake Cassels & Graydon,2013,404.8,44,0.5,1
Jones Day,2013,403.1,45,0.5,2
"Elvinger, Hoss & Prussen",2013,400,46*,0.5,1
Travers Smith,2013,400,46*,0.5,1
Wachtell Lipton Rosen & Katz,2013,398.5,48,0.5,2
Weil Gotshal & Manges,2013,379,49,0.5,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2013,370,50,0.4,2
Stibbe,2013,367.1,51,0.4,1
Graubard Miller,2013,366.6,52,0.4,3
Davis Polk & Wardwell,2013,348.1,53,0.4,3
Mayer Brown LLP,2013,333,54,0.4,3
Proskauer Rose LLP,2013,330,55,0.4,3
Morrison & Foerster,2013,318.6,56,0.4,2
Morris Nichols Arsht & Tunnell,2013,317,57,0.4,1
Pillsbury Winthrop Shaw Pitt LLP,2013,310.1,58,0.4,3
Wilmer Cutler & Pickering,2013,290.5,59,0.3,1
Han Kun Law Offices,2013,290.3,60,0.3,2
Brownstein Hyatt Farber Schreck,2013,289.8,61,0.3,1
DLA Piper LLP,2013,270.6,62,0.3,3
Bradley Arant Boult Cummings LLP,2013,269.9,63*,0.3,1
Cleary Gottlieb Steen & Hamilton,2013,269.9,63*,0.3,1
Reed Smith LLP,2013,260,65,0.3,1
Seward & Kissel,2013,258.8,66,0.3,1
Stroock & Stroock & Lavan,2013,254.3,67,0.3,1
Katten Muchin Rosenman LLP,2013,249.6,68,0.3,1
Sutherland Asbill & Brennan LLP,2013,237.5,69,0.3,3
Antis Triantafyllides & Sons,2013,212.5,70*,0.3,1
Skadden Arps Slate Meagher & Flom (International),2013,212.5,70*,0.3,1
Fulbright & Jaworski,2013,204.1,72,0.2,1
Lowenstein Sandler PC,2013,203.6,73,0.2,3
Troutman Sanders LLP,2013,184,74,0.2,1
Ellenoff Grossman Schole & Cyruli,2013,181.4,75,0.2,2
Watson Farley & Williams,2013,179.9,76,0.2,1
Walkers,2013,175.4,77,0.2,2
Shibolet & Co Advocates & Notaries,2013,172.5,78,0.2,1
Alston & Bird,2013,163.4,79,0.2,1
"Wyrick, Robbins, Yates & Ponton",2013,150.4,80,0.2,1
Goodmans,2013,150,81,0.2,1
Commerce & Finance Law Offices,2013,145.7,82,0.2,2
Seward & Kissel (NY),2013,140,83,0.2,1
Stradling Yocca Carlson & Rauth,2013,138,84,0.2,1
Baker & McKenzie,2013,135.2,85,0.2,1
Barnes & Thornburg,2013,130.6,86,0.2,1
Appleby Spurling & Kempe,2013,125,87,0.2,1
"FENIMORE, KAY, HARRISON & FORD LLP",2013,115,88,0.1,1
"Winstead, Sechrest & Minick",2013,113.9,89,0.1,1
Nixon Peabody LLP,2013,113.1,90,0.1,1
Morella & Associates,2013,109.7,91,0.1,1
Edwards Wildman Palmer LLP,2013,102.6,92,0.1,2
Ballard Spahr Andrews & Ingersoll,2013,100,93,0.1,1
Arnold & Porter,2013,92,94,0.1,1
De Brauw Blackstone Westbroek NV,2013,89.7,95,0.1,1
Orrick Herrington & Sutcliffe LLP,2013,82.8,96,0.1,1
Jun He Law Offices,2013,78.5,97,0.1,1
Keevican Weiss Bauerle & Hirsch,2013,75.4,98,0.1,1
Dorsey & Whitney LLP,2013,75,99,0.1,1
Meitar Liquornik Geva & Co,2013,71,100,0.1,1
Honigman Miller Schwartz And Cohn,2013,64,101,0.1,1
Broad & Cassel,2013,60.7,102,0.1,1
Foley & Lardner,2013,60.5,103*,0.1,1
"Kaye, Scholer LLP",2013,60.5,103*,0.1,1
Troy & Gould Professional Corp.,2013,60.4,105,0.1,1
Pepper Hamilton LLP,2013,57.6,106,0.1,1
Arthur Cox (Dublin),2013,55.2,107,0.1,1
Cains,2013,55,108*,0.1,1
Amarchand Mangaldas,2013,55,108*,0.1,1
SNR Denton US LLP,2013,53.8,110,0.1,2
Cooley Godward LLP,2013,51.8,111,0.1,1
"Windels Marx Lane & Mittendorf, LLP",2013,51.5,112,0.1,1
"Choate, Hall & Stewart LLP",2013,50,113,0.1,1
Godfrey & Kahn,2013,46.2,114,0.1,1
Ledgewood Law Firm PC,2013,34,115,0,1
Gracin & Marlow LLP,2013,26,116,0,1
Zysman Aharoni Gayer & Co./Sullivan & Worcester,2013,25,117*,0,1
Zysman Aharoni Gayer & Co,2013,25,117*,0,1
Sullivan & Worcester LLP,2013,19.5,119,0,1
Richardson & Patel LLP,2013,17.3,120,0,1
"Akerman, Senterfitt & Edison",2013,16.5,121,0,1
Thompson,2013,15,122,0,1
Dacheng Law Offices,2013,8.9,123,0,1
Life Science Law PC,2013,5,124,0,1
Maples & Calder,2014,29672.3,1,26.9,17
Simpson Thacher & Bartlett,2014,28318,2,25.7,10
Morrison & Foerster,2014,26138.7,3,23.7,4
Fangda Partners,2014,25487.2,4,23.1,4
Davis Polk & Wardwell,2014,8348.7,5,7.6,10
Vinson & Elkins LLP,2014,7660.8,6,6.9,18
