FirmName,Year,IPO Revenue,IPO Rank,IPO Market Share,IPO Num of Issues
Blau Kramer Wactle & Lieberman,1998,29.4,149,0,2
O'Melveny & Myers,1998,29,150,0,1
Tenzer Greenblatt LLP,1998,28.7,151,0,4
"Williams, Mullen, Christian & Dobbins",1998,28.3,152,0,1
"Shartsis, Friese & Ginsburg LLP",1998,27.6,153,0,1
Gallop Johnson & Newman (MO),1998,26.5,154,0,1
"Kahn, Kleinman, Yanowitz & Arnson Co., L.P.A.",1998,25.9,155,0,1
Troy & Gould Professional Corp.,1998,25.5,156,0,1
"Brock, Fensterstock, Silverstein, McAuliffe & Wade",1998,24.6,157,0,3
Greenberg Traurig,1998,24,158,0,3
"Smith, Anderson, Blount, Dorsett",1998,23.9,159,0,1
Jones & Keller,1998,23.7,160,0,2
Kilpatrick Stockton LLP,1998,22.1,161,0,1
Phillips Nizer Benjamin Krim & Ballon,1998,21.7,162,0,2
"Wolin, Fuller, Ridley & Miller LLP",1998,21,163,0,1
"Allen, Matkins, Leck & Mallory LLP",1998,20.9,164*,0,1
Rubin Baum Levin Constant & Friedman (NY),1998,20.9,164*,0,1
Troop Meisinger Steuber & Pasich LLP,1998,20.2,166,0,2
Squire Sanders & Dempsey (US) LLP,1998,19.6,167,0,2
Grady & Associates,1998,19.4,168,0,1
Dickinson Wright Moon Van Dusen,1998,19.3,169*,0,1
Dorsey & Whitney LLP,1998,19.3,169*,0,1
Vedder Price Kaufman & Kammholz,1998,19,171,0,1
"Fisher Thurber, Ltd",1998,18.7,172,0,1
"Atlas, Pearlman, Trop & Borkson, P.A.",1998,18.6,173*,0,2
Opton Handler Gottlieb Feiler Landau & Hirsch,1998,18.6,173*,0,1
"Krieg, Devault, Alexander, Capehart",1998,18,175,0,1
Fredrikson & Byron,1998,17.3,176,0,2
Holland & Hart,1998,16.9,177,0,1
"Foster, Pepper & Riviera",1998,16.6,178*,0,1
Gordon Thomas Honeywell Malanca Peterson & Daheim,1998,16.6,178*,0,1
"Grover T. Wickersham, P.C.",1998,16.5,180*,0,1
"McBreen, McBreen & Kopka",1998,16.5,180*,0,1
Graham & James,1998,16.2,182,0,1
Orrick Herrington & Sutcliffe LLP,1998,16.1,183,0,1
Watkins Ludlam Winter & Stennis,1998,15.5,184,0,1
Baker & Daniels,1998,15.2,185,0,1
Varnum Riddering Schmidt & Howlett (MI),1998,15,186,0,1
"Gersten, Savage, Kaplowitz & Fredericks LLP",1998,14.5,187,0,2
Stroock & Stroock & Lavan,1998,14.3,188,0,2
"Parsons, Behle & Latimer",1998,13.9,189,0,1
Berliner Zisser Walter & Gallegos,1998,13.5,190,0,1
Stuzin & Camner,1998,13.4,191,0,1
"Jamieson, Moore, Peskin & Spicer PC",1998,13.3,192,0,1
Shefsky & Froelich,1998,13,193,0,1
Haskell Slaughter & Young,1998,12.7,194,0,1
Lafollette & Sinykin,1998,11.8,195,0,1
Dickinson Wright,1998,11.7,196,0,1
Troop Steuber Pasich Reddick & Tobey LLP,1998,11.2,197,0,2
"Doherty, Rumble & Butler",1998,10.7,198,0,1
Troutman Sanders LLP,1998,10.4,199,0,2
Bizar Martin & Taub LLP,1998,10.2,200,0,1
Stikeman Elliott,1999,16588.7,1,10.6,1
Sullivan & Cromwell,1999,12004,2,7.7,5
Gibson Dunn & Crutcher,1999,11731.2,3,7.5,6
Wilson Sonsini Goodrich & Rosati,1999,10045.7,4,6.4,62
Davis Polk & Wardwell,1999,9236,5,5.9,3
"Paul, Hastings, Janofsky & Walker",1999,7547.2,6,4.8,2
Simpson Thacher & Bartlett,1999,6321.4,7,4,5
Latham & Watkins,1999,5640.8,8,3.6,11
Debevoise & Plimpton,1999,4646.7,9,3,4
"Skadden, Arps, Slate, Meagher & Flom",1999,4527,10,2.9,16
Brobeck Phleger & Harrison LLP,1999,4080.9,11,2.6,38
Kirkland & Ellis,1999,3854.9,12,2.5,5
Cleary Gottlieb Steen & Hamilton,1999,3534.4,13,2.3,3
"Tory, Tory, DesLauriers",1999,3377.5,14,2.2,1
Shearman & Sterling,1999,3336,15,2.1,7
Venture Law Group,1999,2427.4,16,1.6,20
Cooley Godward LLP,1999,2421.3,17,1.5,27
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,1999,2315.2,18,1.5,17
Hale & Dorr LLP,1999,2230.9,19,1.4,17
Vinson & Elkins LLP,1999,1883.9,20,1.2,4
Rogers & Wells,1999,1871.7,21,1.2,2
Morgan Lewis & Bockius,1999,1727,22,1.1,10
Gray Cary Ware & Freidenrich,1999,1558.6,23,1,13
Kirkpatrick & Lockhart LLP,1999,1488.7,24,1,11
Holme Roberts & Owen,1999,1464.9,25,0.9,2
Brown & Wood,1999,1371.8,26,0.9,9
Fried Frank Harris Shriver & Jacobson,1999,1306.3,27,0.8,6
Dechert Price & Rhoads,1999,1296.2,28,0.8,3
Bell Boyd & Lloyd,1999,1266.5,29,0.8,16
Hodak Greenberg & Co,1999,1207.5,30,0.8,1
Fenwick & West LLP,1999,1112.4,31,0.7,9
"Kaye, Scholer, Fierman, Hays & Handler",1999,1052.2,32,0.7,2
Morrison & Foerster,1999,986.4,33,0.6,12
"Cravath, Swaine & Moore",1999,939.9,34,0.6,3
Hogan & Hartson,1999,800.2,35,0.5,6
Thelen Reid & Priest LLP,1999,723.2,36,0.5,1
O'Melveny & Myers,1999,706.9,37,0.5,3
Testa Hurwitz & Thibeault,1999,692,38,0.4,10
Cooperman Levitt Winikoff Lester & Newman,1999,648,39,0.4,1
Holland & Knight LLP,1999,616.7,40,0.4,3
Mcdermott Will & Emery,1999,595.7,41,0.4,2
Robinson Silverman Pearce Aronson Berman,1999,517.5,42,0.3,1
Fulbright & Jaworski,1999,472.3,43,0.3,5
Milbank Tweed Hadley & McCloy,1999,469.9,44,0.3,2
Morris Manning & Martin LLP,1999,457.6,45,0.3,7
Fund Asset Management,1999,439.6,46,0.3,7
Mayer Brown & Platt,1999,425.8,47,0.3,4
Wachtell Lipton Rosen & Katz,1999,425.2,48,0.3,2
Goodwin Procter & Hoar,1999,421.1,49,0.3,5
Dow Lohnes & Albertson,1999,414,50,0.3,1
Chadbourne & Parke,1999,400.7,51*,0.3,1
Linklaters & Alliance,1999,400.7,51*,0.3,1
Wilmer Cutler & Pickering,1999,385.1,53,0.3,2
Andrews Kurth LLP,1999,361,54,0.2,3
Jones Day Reavis & Pogue,1999,337.5,55,0.2,3
Weil Gotshal & Manges,1999,320.3,56,0.2,5
Dorsey & Whitney LLP,1999,304.4,57,0.2,4
Dewey Ballantine,1999,292.5,58,0.2,5
Perkins Coie,1999,272.1,59,0.2,6
Howard Rice Nemerovsky Canady Falk & Rabkin,1999,266.8,60,0.2,3
Pillsbury Madison & Sutro,1999,241.2,61,0.2,3
Hughes & Luce LLP,1999,239.2,62,0.2,2
"Paul, Weiss",1999,231,63,0.2,1
Orrick Herrington & Sutcliffe LLP,1999,226.5,64,0.1,2
Heller Ehrman White & McAuliffe,1999,220.8,65,0.1,2
Cooley Godward Castro Huddleson & Tatum,1999,215.5,66,0.1,5
"Allen & Overy, New York",1999,207,67,0.1,1
Gunderson Stough Villeneuve Franklin,1999,196.8,68,0.1,2
Kronish Lieb Weiner & Hellman,1999,195.5,69,0.1,1
Thacher Proffitt & Wood,1999,195,70,0.1,1
Baker & Botts,1999,194.3,71,0.1,2
Venable Baetjer & Howard,1999,190.3,72,0.1,2
Riordan & McKinzie,1999,186.9,73,0.1,1
Harris Beach & Wilcox,1999,186.8,74,0.1,1
Bryan Cave LLP,1999,175.5,75*,0.1,2
Faegre & Benson,1999,175.5,75*,0.1,2
Patton Boggs,1999,174.4,77,0.1,2
Piper & Marbury,1999,172.8,78,0.1,4
Preston Gates & Ellis LLP,1999,167.4,79,0.1,1
Ropes & Gray,1999,166.4,80,0.1,7
Minkin & Snyder,1999,165.6,81,0.1,1
Bingham Dana LLP,1999,164.8,82*,0.1,2
Stoel Rives LLP,1999,164.8,82*,0.1,2
Foley & Lardner,1999,161.9,84,0.1,3
"Kelly, Appelman, Hart & Hallman",1999,161.5,85,0.1,1
Freshman Marantz Orlanski Cooper & Klein,1999,154,86,0.1,1
White & Case LLP,1999,152,87,0.1,1
Baker Donelson Bearman & Caldwell,1999,151.2,88,0.1,1
"Paul, Hasting & Janofsky",1999,150.9,89,0.1,1
Thompson & Knight PC,1999,149.2,90,0.1,2
Edwards & Angell,1999,148.6,91,0.1,3
LeClair Ryan,1999,145.5,92,0.1,1
Godfrey & Kahn,1999,140.9,93,0.1,2
Linklaters & Paines,1999,140.8,94,0.1,1
Alston & Bird,1999,139.7,95,0.1,3
Reboul MacMurray Hewitt Maynard & Kristol,1999,138,96,0.1,1
Greenberg Traurig,1999,135.4,97,0.1,5
Schulte Roth & Zabel LLP,1999,130,98*,0.1,1
Swidler Berlin Shereff Friedman LLP,1999,130,98*,0.1,2
McCutchen Doyle Brown & Enersen LLP,1999,127.2,100,0.1,2
Richards O'Neil & Allegaert (NY),1999,126.5,101,0.1,1
Foley Hoag & Eliot LLP,1999,125.9,102*,0.1,3
Stroock & Stroock & Lavan,1999,125.9,102*,0.1,1
Bingham Dana & Gould,1999,125.1,104,0.1,1
Pepper Hamilton & Scheetz,1999,123.1,105,0.1,2
Gardner Carton & Douglas,1999,122.5,106,0.1,3
"Akerman, Senterfitt & Edison",1999,121.7,107,0.1,2
Drinker Biddle & Reath LLP,1999,120.8,108,0.1,2
Constantine Xydias & Partners,1999,115.5,109,0.1,1
Crouch & Hallett,1999,113.9,110*,0.1,1
"Crouch, Spangler & Douglas (MO)",1999,113.9,110*,0.1,1
Winthrop Stimson Putnam & Roberts,1999,110.3,112,0.1,1
Proskauer Rose Goetz & Mendelson,1999,106.3,113*,0.1,1
Proskauer Rose LLP,1999,106.3,113*,0.1,1
Baker & Daniels,1999,105.1,115,0.1,2
"Cadwalader, Wickersham & Taft",1999,101.3,116,0.1,2
Hutchins Wheeler & Dittmar,1999,100.8,117,0.1,2
Seward & Kissel,1999,94,118,0.1,1
"Akin, Gump, Strauss, Hauer & Feld",1999,91.4,119,0.1,1
Lowenstein Sandler PC,1999,86.3,120,0.1,1
Blackwell Sanders Matheny Weary,1999,85.2,121,0.1,1
Weitzen Shalov & Wein,1999,84,122,0.1,1
Hutchins & Wheeler,1999,82.8,123,0.1,1
"Muldoon, Murphy & Faucette",1999,81.3,124,0.1,2
Harwell Howard Hyne Gabbert & Manner PC,1999,80,125,0.1,1
"Lewis, D'Amato, Brisbors & Bisgaard",1999,78.7,126,0.1,1
Naschitz Brandes & Co,1999,75.9,127,0.1,1
Goodman Weiss Miller Freedman,1999,75.3,128,0.1,1
Salans Hertzfeld & Heilbronn,1999,74.8,129,0.1,1
Summit Rovins & Feldesman,1999,69,130*,0,1
Troutman Sanders LLP,1999,69,130*,0,1
Sutherland Asbill & Brennan LLP,1999,67.9,132,0,2
Stradling Yocca Carlson & Rauth,1999,67.5,133,0,3
Lane Powell Spears Lubersky LLC,1999,65,134,0,1
"Manatt, Phelps, Rothenberg & Phillips",1999,64.4,135,0,1
Kilpatrick & Cody,1999,63.8,136,0,1
Freeborn & Peters,1999,62.8,137,0,2
Mcdermott & Trayner,1999,62.6,138,0,1
Wolff & Samson,1999,60.6,139,0,1
Cors Bassett Kohlhepp Halloran & Moran,1999,57.5,140,0,1
TSMP Law Corp,1999,57.4,141,0,1
"Dilworth, Paxson, Kalish & Kauffman",1999,56.3,142,0,1
Mintz Levin Cohn Ferris Glovsky & Popeo,1999,55.5,143,0,2
"Worsham, Forsythe, Sampels & Wooldridge",1999,55.3,144,0,1
Brownstein Hyatt Farber & Strickland,1999,55.2,145*,0,1
Patterson Belknap Webb & Tyler,1999,55.2,145*,0,2
Willkie Farr & Gallagher,1999,54.7,147,0,1
Reed Smith Shaw & McClay,1999,50.1,148,0,1
"Bryan, Cave, McPheeters & McRoberts",1999,50,149,0,1
Brennar Saltzman & Wallman LLP,1999,49,150,0,1
Snell & Wilmer,1999,48.9,151,0,2
Locke Purnell Rain Harrall,1999,46.6,152,0,1
Graham & James (CA),1999,46.3,153,0,1
Arter & Hadden,1999,46,154*,0,1
"Katten, Muchin, Zavis, Pearl",1999,46,154*,0,2
O Sullivan Graer & Karabell LLP,1999,45,156,0,1
"Greenberg, Traurig, Askew",1999,44.9,157,0,1
"Greenbaum, Rowe, Smith, Ravin, Davis & Himmel",1999,42.3,158,0,1
LeBoeuf Lamb Greene & MacRae,1999,42,159,0,2
Arent Fox Kintner Plotkin & Kahn,1999,40.7,160,0,1
Van Valkenberg Furber Law Group PLLC,1999,40,161,0,1
Squadron Ellenoff Plesent & Sheinfeld LLP,1999,39,162,0,1
"Mirick, O'Connell, DeMallie & Lougee (MA)",1999,38.9,163,0,1
Lindquist & Vennum,1999,35.2,164,0,1
Bass Berry & Sims PLC,1999,35,165,0,2
Osborn Maledon,1999,34.4,166,0,1
"Littman & Krooks, P.C.",1999,34.2,167,0,1
"Morrison Cohen Singer & Weinstein, LLP",1999,34,168,0,1
Gallagher Evelius & Jones,1999,33,169,0,1
Katten Muchin & Zavis,1999,32,170,0,1
Kelley Drye & Warren,1999,30,171,0,1
Duffy & Sweeney LLP,1999,29,172,0,1
Arnold & Porter,1999,25.9,173,0,1
Silverman Collura Chernis & Balzano PC,1999,25.3,174,0,1
"Moffatt, Thomas, Barrett, Rock & Fields",1999,25,175,0,1
Gersten Savage Kaplowitz Zukerman & Liebman,1999,24.2,176,0,1
Rutan & Tucker,1999,24,177,0,2
"Brock Partners, LLP",1999,23,178,0,1
Pedersen & Houpt,1999,22.6,179,0,1
Nixon Hargrave Devans & Doyle,1999,21.5,180,0,1
Messerli & Kramer,1999,20.3,181,0,1
Vedder Price Kaufman & Kammholz,1999,18.6,182,0,1
Broad & Cassel,1999,18.1,183,0,1
Ehrenreich Eilenberg Krause and Zivian,1999,18,184,0,1
Bartel Eng Linn & Schroder,1999,17.5,185*,0,1
Oppenheimer Wolff & Donnelly,1999,17.5,185*,0,1
Nida & Maloney,1999,17,187,0,1
Smith McCullough PC,1999,16.7,188,0,2
Hartman & Craven,1999,16.1,189*,0,1
Parker Chapin Flattau & Klimpl,1999,16.1,189*,0,1
"Morse, Zelnick, Rose & Lander, L.L.P.",1999,15.5,191,0,2
"Certilman, Balin, Adier & Hyman",1999,15,192*,0,1
Pepper Hamilton LLP,1999,15,192*,0,1
Wolin & Rosen Ltd,1999,15,192*,0,1
"Fischbein, Badillo, Wagner & Itzler",1999,14.4,195*,0,1
Sherman & Howard (CO),1999,14.4,195*,0,1
Hunton & Williams,1999,13.8,197,0,1
King & Spalding,1999,12.9,198,0,2
McGuire Woods Battle & Boothe,1999,12.8,199,0,1
Gusrae Kaplan & Bruno,1999,12.5,200,0,1
Wachtell Lipton Rosen & Katz,2000,22488.4,1,16.4,5
Debevoise & Plimpton,2000,11858.7,2,8.7,4
Wilson Sonsini Goodrich & Rosati,2000,8887.5,3,6.5,77
Sullivan & Cromwell,2000,7903.4,4,5.8,4
Shearman & Sterling,2000,6215.7,5,4.5,14
Appleby Spurling & Kempe,2000,5373.6,6,3.9,2
Ropes & Gray,2000,4957.1,7,3.6,7
Davis Polk & Wardwell,2000,4795.3,8,3.5,6
Brobeck Phleger & Harrison LLP,2000,3908.2,9,2.9,39
Cleary Gottlieb Steen & Hamilton,2000,3326.4,10,2.4,7
Cooley Godward LLP,2000,3077.2,11,2.3,40
King and Wood,2000,2968.8,12,2.2,2
Troutman Sanders Lockerman & Ashmore,2000,2934.8,13,2.1,1
Weil Gotshal & Manges,2000,2891,14,2.1,10
Blake Cassels & Graydon,2000,2569.2,15,1.9,2
Fenwick & West LLP,2000,2435.9,16,1.8,11
Latham & Watkins,2000,1952.6,17,1.4,16
Bonn & Schmitt & Steichen,2000,1884.9,18,1.4,1
Hale & Dorr LLP,2000,1862.1,19,1.4,23
Venture Law Group,2000,1822.4,20,1.3,19
Paksoy & Co,2000,1767.3,21,1.3,1
Morgan Lewis & Bockius,2000,1651.7,22,1.2,13
Vinson & Elkins LLP,2000,1410.5,23,1,6
Dorsey & Whitney LLP,2000,1325,24,1,8
Pillsbury Madison & Sutro,2000,1192,25,0.9,13
Kirkpatrick & Lockhart LLP,2000,1169.4,26,0.9,8
Goodwin Procter & Hoar,2000,1149.9,27,0.8,8
Mayer Brown & Platt,2000,1138.5,28,0.8,3
Simpson Thacher & Bartlett,2000,1136.5,29,0.8,5
Kirkland & Ellis,2000,1114.4,30,0.8,9
McAfee & Taft,2000,1100,31*,0.8,1
Stroock & Stroock & Lavan,2000,1100,31*,0.8,1
Testa Hurwitz & Thibeault,2000,1049.2,33,0.8,14
Hogan & Hartson,2000,954.4,34,0.7,8
Cahill Gordon & Reindel,2000,916.3,35,0.7,3
"Skadden, Arps, Slate, Meagher & Flom",2000,898.9,36,0.7,16
"Zevnik, Horton, Guibard & McGovern",2000,872.9,37,0.6,1
Morrison & Foerster,2000,810,38,0.6,13
Cooperman Levitt Winikoff Lester & Newman,2000,760,39,0.6,1
Farris Vaughan Wills & Murphy,2000,745,40*,0.5,1
Stewart McKelvey Stirling Scales,2000,745,40*,0.5,1
Perkins Coie,2000,719.3,42,0.5,8
Gibson Dunn & Crutcher,2000,692.9,43,0.5,7
Mintz Levin Cohn Ferris Glovsky & Popeo,2000,690,44,0.5,11
Deacon Graham & James,2000,677.1,45,0.5,1
Dechert Price & Rhoads,2000,665,46,0.5,3
Fried Frank Harris Shriver & Jacobson,2000,643.5,47,0.5,7
Summit Law Group,2000,540.5,48*,0.4,3
Willkie Farr & Gallagher,2000,540.5,48*,0.4,2
Goodman Phillips & Vineberg,2000,538.1,50,0.4,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2000,535.3,51,0.4,4
Andrews Kurth LLP,2000,452.2,52,0.3,2
"Carter, Ledyard & Milburn",2000,437,53,0.3,1
Lord Bissell & Brook,2000,422.6,54,0.3,1
Fulbright & Jaworski,2000,412.6,55,0.3,7
Piper & Marbury,2000,388.5,56,0.3,6
Palmer & Dodge,2000,381.2,57,0.3,3
Shaw Pittman Potts & Trowbridge,2000,371.2,58,0.3,2
Piper Marbury Rudnick & Wolfe,2000,360.5,59,0.3,3
King & Spalding,2000,360.4,60,0.3,3
Baker & Botts,2000,346.2,61,0.3,2
Davis Polk & Wardwell (Germany),2000,329,62,0.2,1
Nixon Peabody LLP,2000,328.7,63,0.2,2
Cooley Godward Castro Huddleson & Tatum,2000,327.8,64,0.2,8
Pepper Hamilton LLP,2000,325,65,0.2,3
Bingham Dana & Gould,2000,315.5,66,0.2,3
Gray Cary Ware & Freidenrich,2000,313.2,67,0.2,7
"Paul, Weiss",2000,308.7,68,0.2,3
"Akin, Gump, Strauss, Hauer & Feld",2000,305.6,69,0.2,2
Sonnenschein Nath & Rosenthal,2000,301.5,70,0.2,2
O'Melveny & Myers,2000,293.8,71,0.2,2
"Chamberlain, Hrdlicka, White, Williams & Martin",2000,293,72,0.2,1
Osler Hoskin & Harcourt LLP,2000,291,73,0.2,2
Haynes & Boone,2000,290,74,0.2,4
"Paul, Hastings, Janofsky & Walker",2000,284.6,75,0.2,5
Heller Ehrman White & McAuliffe,2000,277.9,76,0.2,8
Villeneuve Franklin & Hachigan LLP,2000,276,77,0.2,2
Buchanan Ingersoll Professional Corp,2000,274,78,0.2,3
Arnold & Porter,2000,271.5,79,0.2,2
Ballard Spahr Andrews & Ingersoll,2000,266.8,80,0.2,1
McMillan Binch,2000,264.8,81,0.2,1
Allen & Overy,2000,238.8,82,0.2,1
Snell & Wilmer,2000,230,83,0.2,3
Lee and Li,2000,225.2,84*,0.2,2
Maples & Calder,2000,225.2,84*,0.2,2
Orrick Herrington & Sutcliffe LLP,2000,223,86,0.2,4
Gray Cary Ames & Frye,2000,222.3,87,0.2,4
Katten Muchin & Zavis,2000,220.6,88,0.2,2
Fasken Martineau DuMoulin LLP,2000,209.3,89,0.2,1
Thompson & Knight PC,2000,176,90,0.1,1
Foley Hoag & Eliot LLP,2000,168.5,91,0.1,2
Swidler Berlin Shereff Friedman LLP,2000,164.3,92,0.1,2
Bryan Cave LLP,2000,164,93,0.1,1
Greenberg Traurig,2000,158.7,94,0.1,4
Strauss & Troy,2000,156.4,95,0.1,1
"Cadwalader, Wickersham & Taft",2000,155.8,96,0.1,1
Oppenheier Wolff Foster Shepard & Donnelly (MN),2000,154.1,97,0.1,2
"Jaffe, Raitt, Heuer & Weiss",2000,151.9,98,0.1,2
"Mirick, O'Connell, DeMallie & Lougee (MA)",2000,150.8,99,0.1,1
"Wyche,Burgess,Freeman & Parham",2000,146.6,100,0.1,1
Foley & Lardner,2000,144.7,101,0.1,1
Hughes & Luce LLP,2000,144,102,0.1,1
Mcdermott Will & Emery,2000,142.6,103,0.1,3
Rogers & Wells,2000,138,104,0.1,1
Hill & Barlow,2000,134,105,0.1,1
Bhaishankar Kanga & Girdharlal,2000,130.9,106*,0.1,1
Milbank Tweed Hadley & McCloy,2000,130.9,106*,0.1,2
"Dykema, Gossett, Spencer, Goodnow & Trigg",2000,130.5,108,0.1,1
McDermott Will & Emery,2000,126.5,109,0.1,1
Hutchins & Wheeler,2000,119.6,110,0.1,1
Mattos Filho Veiga Filho Marrey Jr,2000,118.8,111,0.1,1
O'Sullivan Graev & Karabell LLP,2000,112,112,0.1,2
Luse Lehman Gorman Pomerenk & Schick,2000,111.4,113,0.1,1
Winthrop Stimson Putnam & Roberts,2000,110.8,114,0.1,1
"Jackson, Walker & Winsteed",2000,110.4,115,0.1,1
Conyers Dill & Pearman,2000,103.5,116*,0.1,1
Reboul MacMurray Hewitt Maynard & Kristol,2000,103.5,116*,0.1,1
Hunton & Williams,2000,101.4,118,0.1,1
Clifford Chance,2000,96.6,119,0.1,2
Preston Gates & Ellis LLP,2000,94.9,120,0.1,1
"Katten, Muchin, Zavis, Pearl",2000,92,121,0.1,1
Correro Fishman Haygood Phelps Weiss Walmsley&Cast,2000,90.6,122,0.1,1
Dechert,2000,90,123,0.1,1
Morris Manning & Martin LLP,2000,87.4,124,0.1,3
"Calfee, Halter & Griswold (OH)",2000,86.3,125,0.1,1
Holme Roberts & Owen,2000,86,126,0.1,2
Squadron Ellenoff Plesent & Sheinfeld LLP,2000,85,127,0.1,1
"Smith, Gambrell & Russell",2000,84.2,128,0.1,1
Robins Kaplan Miller & Ciresi,2000,82.5,129,0.1,1
Goldfarb Levy Eran & Co,2000,80.5,130,0.1,1
Commerce & Finance Law Offices,2000,78.2,131*,0.1,1
Coudert Brothers,2000,78.2,131*,0.1,2
Kutak Rock,2000,77.3,133,0.1,1
Smith Stratton Wise Heher & Brennan,2000,75.9,134,0.1,1
Kilpatrick & Cody,2000,72.5,135,0.1,1
Harney Westwood & Riegels,2000,70,136,0.1,1
Ater Wynne LLP,2000,66.1,137,0.1,1
Clifford Chance Rogers & Wells LLP,2000,64.4,138,0.1,1
Sills Cummis Radin Tischman Epstein & Gross,2000,63.5,139,0.1,1
Alston & Bird,2000,63.3,140,0.1,1
Kilpatrick Stockton LLP,2000,60,141,0,2
Baker & McKenzie,2000,55.4,142,0,4
Edwards & Angell,2000,55.2,143*,0,1
Long Aldridge & Norman LLP,2000,55.2,143*,0,2
"Chrisman, Bynum & Johnson PC",2000,54,145*,0,1
Proskauer Rose LLP,2000,54,145*,0,2
"Goodman and Carr, Toronto",2000,53.8,147,0,1
Davis Wright Tremaine,2000,52.5,148,0,1
Winston & Strawn,2000,52.4,149,0,3
"Jeffer, Mangels, Butler & Marmaro",2000,52.3,150*,0,1
Patterson Palmer Hunt Murphy,2000,52.3,150*,0,1
"Elias, Matz, Tiernan & Herrick",2000,50.7,152,0,1
Brown & Wood,2000,49.5,153,0,2
"Howard, Rice, Nemerovski, Canady",2000,48.9,154,0,1
Bass Berry & Sims PLC,2000,47.5,155,0,1
Dewey Ballantine LLP,2000,46,156,0,1
Bay Venture Counsel LLP,2000,42,157,0,1
"Rich, May, Bilodeau & Flaherty",2000,41.3,158,0,1
Stradling Yocca Carlson & Rauth,2000,41,159,0,5
Fredrikson & Byron,2000,39.6,160,0,1
Cozen & O'Connor,2000,38,161,0,2
Graubard Mollen Horowitz Pomeranz & Shapiro,2000,36.8,162,0,1
"Bryan, Cave, McPheeters & McRoberts",2000,36,163,0,3
"Glast, Phillips & Murray",2000,35.8,164,0,1
Arnall Golden & Gregory,2000,35,165,0,2
Jones Day Reavis & Pogue,2000,34.5,166,0,4
Steptoe & Johnson,2000,32.9,167,0,1
Powell Goldstein Frazer & Murphy,2000,25.9,168,0,4
"Fried, Bird & Crumpacker",2000,24.2,169,0,1
Oppenheimer Wolff & Donnelly,2000,24,170,0,2
Ledgewood Law Firm PC,2000,19.5,171,0,1
"Luce, Forward, Hamilton & Scripps",2000,17.3,172,0,1
Otto Law Group PLLC,2000,16.8,173,0,1
Venable Baetjer & Howard,2000,16.4,174,0,1
Individual,2000,12.5,175*,0,1
Troutman Sanders LLP,2000,12.5,175*,0,1
Andrew N. Bernstein,2000,12,177,0,1
Kummer Kaempger Bonner & Renshaw,2000,11.7,178,0,1
Maurice J. Bates LLC,2000,11,179,0,1
Michael D. Harris Esq.,2000,10,180,0,1
"Atlas, Pearlman & Tropp, P.A.",2000,9.7,181,0,1
Conner & Winters,2000,8.6,182,0,1
Berenbaum & Weinshienk,2000,8,183,0,1
"Sichenzia Ross & Friedman, LLP",2000,7.9,184,0,1
"Giordano, Halleran & Ciesla",2000,7.8,185,0,1
Eckert Seamans Cherin & Mellot,2000,7.2,186*,0,1
"Morse, Zelnick, Rose & Lander, L.L.P.",2000,7.2,186*,0,2
Mclaughlin & Stern,2000,7,188,0,1
Dunn Swan & Cunningham,2000,6.9,189,0,1
"Gersten, Savage, Kaplowitz, Wolf & Marcus LLP",2000,6.5,190,0,1
Gersten Savage Kaplowitz Zukerman & Liebman,2000,6,191,0,1
Robert O. Knutson,2000,5.2,192,0,1
"Atlas, Pearlman, Trop & Borkson, P.A.",2000,4.3,193,0,1
Briggs & Morgan,2000,4.1,194,0,1
Bell Boyd & Lloyd,2000,1.5,195,0,1
Advokatfirman Vinge,2000,0,196*,0,1
"Akerman, Senterfitt & Edison",2000,0,196*,0,1
Arent Fox Kintner Plotkin & Kahn,2000,0,196*,0,1
Arter & Hadden,2000,0,196*,0,1
Bracewell & Patterson,2000,0,196*,0,1
Brown Rudnick Freed & Gesmer,2000,0,196*,0,1
"Callister, Duncan & Nebeker",2000,0,196*,0,1
Chadbourne & Parke,2000,0,196*,0,1
"Chadbourne, Parke, Whiteside & Wolff",2000,0,196*,0,1
"Choate, Hall & Stewart LLP",2000,0,196*,0,1
"Dewey, Ballantine, Bushby, Palmer & Wood",2000,0,196*,0,1
"Duane, Morris & Heckscher",2000,0,196*,0,1
Dreier Baritz LLP,2000,0,196*,0,1
Dow Lohnes & Albertson,2000,0,196*,0,1
Dykema Gossett,2000,0,196*,0,1
"Farella, Braun, & Martel",2000,0,196*,0,1
"Frankfurt, Garbus, Klein & Selz",2000,0,196*,0,1
Freeborn & Peters,2000,0,196*,0,1
Godfrey & Kahn,2000,0,196*,0,1
"Gordon & Glickson, P.C. (IL)",2000,0,196*,0,1
Hewitt & McGuire,2000,0,196*,0,1
Jenkens & Gilchrist,2000,0,196*,0,1
"Kaye, Scholer, Fierman, Hays & Handler",2000,0,196*,0,1
Kelley Drye & Warren,2000,0,196*,0,1
LeBoeuf Lamb Greene & MacRae,2000,0,196*,0,1
Manatt Phelps & Phillips,2000,0,196*,0,1
"McBride, Baker & Coles",2000,0,196*,0,1
McCutchen Doyle Brown & Enersen LLP,2000,0,196*,0,1
Meitar Liquornik Geva & Co,2000,0,196*,0,1
Michael Best & Friedrich,2000,0,196*,0,1
Moore & Van Allen PLLC,2000,0,196*,0,1
