FirmName,Year,EquityBonds Revenue,EquityBonds Rank,EquityBonds Market Share,"EquityBonds Number of Issues"
Bradley Arant Rose & White LLP,2000,1148.8,168,0,2
Arnold & Porter,2000,1136.9,169,0,6
Baker Botts LLP,2000,1127,170,0,1
"Kramer, Levin, Nessen, Kamin & Frankel",2000,1106.4,171,0,3
Buchanan Ingersoll Professional Corp,2000,1072.3,172,0,4
Walder Wyss & Partners,2000,1061.4,173,0,2
Gable & Gotwals,2000,1045.9,174,0,3
Stikeman Elliott (Canada),2000,1034.3,175,0,2
Snell & Wilmer,2000,1028.6,176,0,5
Gray Cary Ames & Frye,2000,1008.3,177,0,7
Munsch Hardt Kopf Harr & Dinan PC,2000,1000.9,178,0,2
Clifford Chance-Netherlands Office,2000,1000,179*,0,1
Friedlob Sanderson Reaskin Paulson & Tourtillot (C,2000,1000,179*,0,1
Kremer Associes & Clifford Chance,2000,1000,179*,0,1
Sidley Austin Brown & Wood,2000,1000,179*,0,1
Steel Hector & Davis (FL),2000,998,183,0,2
"Howard, Rice, Nemerovski, Canady",2000,983.9,184,0,4
Baker & Hostetler LLP,2000,972.2,185,0,2
Reboul MacMurray Hewitt Maynard & Kristol,2000,966,186,0,3
Thompson & Knight PC,2000,960.2,187,0,7
Thompson Coburn,2000,956.8,188,0,3
Stradling Yocca Carlson & Rauth,2000,917.9,189,0,9
Gardere & Wynne,2000,903.4,190,0,2
Baker Donelson Bearman & Caldwell,2000,880.9,191,0,4
"Zevnik, Horton, Guibard & McGovern",2000,872.9,192,0,1
Bose McKinney & Evans,2000,796.3,193*,0,1
Michael S. Wilder,2000,796.3,193*,0,1
McKinney & Evans (IN),2000,796.3,193*,0,1
Sonnenschein Nath & Rosenthal,2000,794,196,0,3
Cooperman Levitt Winikoff Lester & Newman,2000,760,197,0,1
Drinker Biddle & Reath LLP,2000,750,198,0,1
Summit Law Group,2000,740.5,199,0,4
Nixon Peabody LLP,2000,728.7,200,0,3
General Counsel,2001,3732421.5,1,32.5,6625
Sidley Austin Brown & Wood,2001,1262143.8,2,11,986
"Cadwalader, Wickersham & Taft",2001,767231.6,3,6.7,224
Brown & Wood,2001,630822,4,5.5,625
Orrick Herrington & Sutcliffe LLP,2001,597674.8,5,5.2,210
Hunton & Williams,2001,373163.7,6,3.3,75
Thacher Proffitt & Wood,2001,315472.7,7,2.8,145
"Skadden, Arps, Slate, Meagher & Flom",2001,202565.6,8,1.8,119
Mayer Brown & Platt,2001,151017,9,1.3,79
McKee Nelson LLP,2001,122259.7,10,1.1,49
Stroock & Stroock & Lavan,2001,115471.9,11,1,41
Simpson Thacher & Bartlett,2001,110624.4,12,1,81
Morgan Lewis & Bockius,2001,100360.1,13,0.9,41
Davis Polk & Wardwell,2001,89502.3,14,0.8,79
Latham & Watkins,2001,88368.8,15,0.8,140
Sullivan & Cromwell,2001,85935.8,16,0.8,69
Kirkland & Ellis,2001,73920.3,17,0.6,34
O'Melveny & Myers,2001,65272.1,18,0.6,68
Schulte Roth & Zabel LLP,2001,61980.7,19,0.5,21
Bryan Cave LLP,2001,60576.6,20,0.5,13
"Cravath, Swaine & Moore",2001,60255,21,0.5,36
Shearman & Sterling,2001,55376.6,22,0.5,71
Dewey Ballantine LLP,2001,54907.4,23,0.5,17
Cleary Gottlieb Steen & Hamilton,2001,42971.6,24,0.4,29
Richards Layton & Finger,2001,41620.8,25,0.4,41
Andrews Kurth LLP,2001,41459.2,26,0.4,38
Weil Gotshal & Manges,2001,40103.3,27,0.4,68
Baker & Botts,2001,38231.3,28,0.3,50
Kelley Drye & Warren,2001,36197.4,29,0.3,9
Milbank Tweed Hadley & McCloy,2001,34356.3,30,0.3,32
Sidley & Austin,2001,31696,31,0.3,25
"Dewey, Ballantine, Bushby, Palmer & Wood",2001,31304.7,32,0.3,9
Heller Ehrman White & McAuliffe,2001,30264.2,33,0.3,24
Winston & Strawn,2001,30183.6,34,0.3,31
Briggs & Morgan,2001,29014.3,35,0.3,4
Vinson & Elkins LLP,2001,28186.9,36,0.3,61
Dorsey & Whitney LLP,2001,25899,37,0.2,36
Gibson Dunn & Crutcher,2001,25522.9,38,0.2,55
King & Spalding,2001,25167,39,0.2,23
Debevoise & Plimpton,2001,24161.8,40,0.2,18
White & Case LLP,2001,21556,41,0.2,20
Squire Sanders & Dempsey (US) LLP,2001,20170.4,42,0.2,9
Wilmer Cutler & Pickering,2001,19479.5,43,0.2,7
Munger Tolles & Olson,2001,19468.3,44,0.2,42
McGuire Woods Battle & Boothe,2001,18242.5,45,0.2,23
Jones Day Reavis & Pogue,2001,17882.5,46,0.2,34
Hogan & Hartson,2001,16637.8,47,0.1,36
"Paul, Hastings, Janofsky & Walker",2001,16334.5,48,0.1,18
Kutak Rock,2001,15224.6,49,0.1,14
LeBoeuf Lamb Greene & MacRae,2001,15074.2,50,0.1,37
Smith Helms Mulliss & Moore,2001,14946.6,51,0.1,21
Hughes & Luce LLP,2001,13514.4,52,0.1,6
"Mitchell, Silberberg & Knupp",2001,13422.8,53,0.1,6
Baker & Daniels,2001,12478.2,54,0.1,21
"Akin, Gump, Strauss, Hauer & Feld",2001,12027.6,55,0.1,22
"Boult, Cummings, Conners & Berry",2001,11945.8,56,0.1,4
"Day, Berry & Howard (CT)",2001,11328.7,57,0.1,5
Wilson Sonsini Goodrich & Rosati,2001,11244.7,58,0.1,58
Honigman Miller Schwartz And Cohn,2001,11196.3,59,0.1,3
Vedder Price Kaufman & Kammholz,2001,10794.9,60,0.1,6
Buchanan Ingersoll Professional Corp,2001,10452.2,61,0.1,14
Edwards & Angell,2001,9122.9,62,0.1,9
Baker & McKenzie,2001,9100.8,63,0.1,6
Fried Frank Harris Shriver & Jacobson,2001,8978.1,64,0.1,25
Thelen Reid & Priest LLP,2001,8895.3,65,0.1,19
"Sheppard, Mullin, Richter & Hampton",2001,8886.2,66,0.1,6
Troutman Sanders LLP,2001,8281.9,67,0.1,9
"Paul, Weiss",2001,8156.8,68,0.1,13
Cahill Gordon & Reindel,2001,7606.3,69,0.1,20
Lovells,2001,7562.7,70,0.1,2
Shaw Pittman Potts & Trowbridge,2001,7064.9,71,0.1,10
Covington & Burling,2001,7050.4,72,0.1,11
Dewey Ballantine,2001,7029.1,73,0.1,3
"Dow, Lohnes & Albertson, (DC)",2001,6268.3,74,0.1,4
Allens Arthur Robinson,2001,6252.4,75*,0.1,1
Fasken Martineau DuMoulin LLP,2001,6252.4,75*,0.1,1
Nagashima Ohno & Tsunematsu,2001,6252.4,75*,0.1,1
Ritch Heather y Mueller SC,2001,6252.4,75*,0.1,1
Perkins Coie,2001,6142.9,79,0.1,20
Hughes Hubbard & Reed,2001,6123.8,80,0.1,6
Sonnenschein Nath & Rosenthal,2001,6044.7,81,0.1,19
McGrath North O'Malley & Kratz,2001,5992.5,82,0.1,1
Pillsbury Winthrop LLP,2001,5620.3,83,0.1,15
Stinson Mag & Fizzell,2001,5499.1,84,0.1,2
Ballard Spahr Andrews & Ingersoll,2001,5485,85,0.1,13
Barnes & Thornburg,2001,5468.1,86,0.1,6
"John W. Blenke, Esq.",2001,5364.9,87,0.1,10
Bracewell & Patterson,2001,5337.5,88,0.1,6
Faegre & Benson,2001,5133.8,89,0,13
Alston & Bird,2001,5107,90,0,11
Willkie Farr & Gallagher,2001,4526,91,0,13
Fulbright & Jaworski,2001,4440.2,92,0,32
Ropes & Gray,2001,4398.9,93,0,22
Blackwell Sanders Peper Martin LLP,2001,4379.9,94,0,7
Quarles & Brady,2001,4235.2,95,0,9
Wolf Block Schorr & Solis-Cohen LLP,2001,4070.3,96,0,9
Palmer & Dodge,2001,4033,97,0,13
Maples & Calder,2001,4000,98,0,2
Mallesons Stephen Jaques,2001,3900,99,0,1
"Thompson, Hine & Flory",2001,3756.1,100,0,2
Wachtell Lipton Rosen & Katz,2001,3669.5,101,0,9
Bass Berry & Sims PLC,2001,3656.9,102,0,11
Goodwin Procter & Hoar,2001,3570.9,103,0,14
Sullivan & Worcester LLP,2001,3528.8,104,0,12
Hale & Dorr LLP,2001,3497.4,105,0,20
Dechert,2001,3364.8,106,0,12
Cooley Godward LLP,2001,3336.3,107,0,36
Tobin & Tobin,2001,3335.9,108,0,8
Fenwick & West LLP,2001,3315.9,109,0,17
Morrison & Hecker (MO),2001,3085.6,110,0,1
"Choate, Hall & Stewart LLP",2001,2804.1,111,0,7
Waller Lansden Dortch & Davis,2001,2777.8,112,0,6
Cooley Godward Castro Huddleson & Tatum,2001,2750.7,113,0,10
Womble Carlyle Sandridge & Rice PLLC,2001,2695.8,114,0,7
Clifford Chance Rogers & Wells LLP,2001,2665.5,115,0,10
"Paul, Hasting & Janofsky",2001,2647.7,116,0,3
Haynes & Boone,2001,2592.6,117,0,10
Conner & Winters,2001,2591.3,118,0,4
Baker Donelson Bearman & Caldwell,2001,2541.8,119,0,4
Freshfields Bruckhaus Deringer,2001,2505.3,120,0,4
Steel Hector & Davis (FL),2001,2497,121,0,2
Foley & Lardner,2001,2493.4,122,0,12
Mcdermott & Trayner,2001,2491.5,123,0,6
Moore & Van Allen PLLC,2001,2324.6,124,0,5
Stoel Rives LLP,2001,2277.1,125,0,8
Bell Boyd & Lloyd,2001,2166.1,126,0,28
"Akerman, Senterfitt & Edison",2001,2159.5,127,0,8
Thompson Coburn,2001,2157.9,128,0,4
"Blank, Rome, Comisky & Mccauley",2001,2149.8,129,0,8
Morrison & Foerster,2001,2079.2,130,0,20
Stradley Ronon Stevens & Young,2001,2067.5,131,0,3
Clifford Chance,2001,2013.7,132,0,8
Internal Legal Counsel of the Bank,2001,2000,133*,0,1
Milbank Tweed Hadley & McCloy (UK),2001,2000,133*,0,1
"Worsham, Forsythe, Sampels & Wooldridge",2001,2000,133*,0,1
Stikeman Elliott,2001,1992.8,136,0,1
Snell & Wilmer,2001,1878,137,0,8
Drinker Biddle & Reath LLP,2001,1788.4,138,0,5
Kirkpatrick & Lockhart LLP,2001,1714.9,139,0,16
McAfee & Taft,2001,1691.7,140,0,4
Dow Lohnes & Albertson,2001,1686.3,141,0,5
"Rooks, Pitts & Poust",2001,1650,142,0,2
"Huber, Lawrence & Abell",2001,1593.6,143,0,3
"Bryan, Cave, McPheeters & McRoberts",2001,1550,144,0,2
"Katten, Muchin, Zavis, Pearl",2001,1509.1,145,0,1
Greenberg Traurig,2001,1438.2,146,0,8
Baker & Hostetler LLP,2001,1436.6,147,0,6
Stevens & Lee P.C.,2001,1429.8,148,0,4
Stradling Yocca Carlson & Rauth,2001,1415.7,149,0,10
McNair Law Firm,2001,1399,150,0,4
Hutchins Wheeler & Dittmar,2001,1385.3,151,0,3
Brobeck Phleger & Harrison LLP,2001,1371.9,152,0,18
Bingham Dana LLP,2001,1368,153,0,14
Sonnenschein Carlin Nath & Rosenthal,2001,1256.3,154,0,3
Haskell Slaughter Young & Rediker LLC,2001,1198.7,155,0,1
"Taft, Stettinius & Hollister",2001,1198.2,156,0,3
McGuire Woods & Battle,2001,1119.3,157,0,2
Piper Marbury Rudnick & Wolfe,2001,1054.4,158,0,6
Long Aldridge & Norman LLP,2001,1050.8,159,0,3
Reed Smith Shaw & McClay (PA),2001,1021,160,0,5
Holland & Knight LLP,2001,1011.2,161,0,5
Jenkens & Gilchrist,2001,999.2,162,0,9
Jenkins & Gilchrist,2001,995.4,163,0,4
Goodwin Procter LLP,2001,980,164,0,2
Armstrong Teasdale LLP,2001,962.4,165,0,6
Balch & Bingham LLP,2001,960,166,0,2
Pepper Hamilton LLP,2001,931.5,167,0,5
Gable & Gotwals,2001,899.7,168,0,2
McGuireWoods LLP,2001,890.2,169,0,2
Proskauer Rose LLP,2001,872.2,170,0,7
De Brauw Blackstone Westbroek,2001,852.1,171,0,1
Palmer and Dodge (MA),2001,848.9,172,0,3
Quarles & Brady (WI),2001,799,173,0,2
Torys,2001,789.5,174,0,3
Arnold & Porter,2001,785,175,0,6
Riordan & McKinzie,2001,778.9,176,0,9
Friedman & Kaplan,2001,766.2,177,0,1
Testa Hurwitz & Thibeault,2001,761,178,0,6
"Shumaker, Loop & Kendrick",2001,755.8,179,0,2
Kelly Hart & Hallman,2001,750.1,180,0,2
Chadbourne & Parke,2001,750,181,0,1
"Nelson, Mullins, Riley & Scarborough",2001,747.4,182,0,6
"Vorys, Sater, Seymour & Pease",2001,731.2,183,0,3
Sutherland Asbill & Brennan LLP,2001,667.3,184,0,5
Kramer Levin Naftalis & Frankel,2001,665.2,185,0,7
Jones Walker Waechter Poitevent Carrere & Denegre,2001,656.8,186,0,4
Arter & Hadden,2001,636.3,187,0,2
"Williams, Mullen, Christian & Dobbins",2001,615.2,188,0,2
Tobin & Dempf (NY),2001,605.8,189,0,1
Pillsbury Madison & Sutro,2001,600.3,190,0,2
Altheimer & Gray,2001,600,191*,0,1
Fleischman & Walsh,2001,600,191*,0,2
Mintz Levin Cohn Ferris Glovsky & Popeo,2001,574.7,193,0,8
Morris James Hitchens & Williams,2001,556.5,194,0,1
Godfrey & Kahn,2001,549.3,195,0,2
Chapman & Cutler,2001,537.1,196,0,3
Robinson & Cole,2001,527.3,197,0,2
Nixon Peabody LLP,2001,526.9,198,0,3
Schiff Hardin & Waite,2001,523.2,199,0,5
Jones Day Reavis & Pogue (United Kingdom),2001,511.3,200,0,1
General Counsel,2002,1488724.4,1,18.7,3292
Sidley Austin Brown & Wood,2002,901562,2,11.3,1152
"Cadwalader, Wickersham & Taft",2002,742021.6,3,9.3,216
Orrick Herrington & Sutcliffe LLP,2002,506397.3,4,6.4,215
Thacher Proffitt & Wood,2002,465173.9,5,5.8,217
McKee Nelson LLP,2002,290371.3,6,3.7,102
"Skadden, Arps, Slate, Meagher & Flom",2002,213668,7,2.7,99
Hunton & Williams,2002,134208.7,8,1.7,69
Morgan Lewis & Bockius,2002,129953,9,1.6,60
Simpson Thacher & Bartlett,2002,109596.3,10,1.4,89
Kirkland & Ellis,2002,83267.2,11,1.1,38
Davis Polk & Wardwell,2002,81500.3,12,1,24
Mayer Brown Rowe & Maw,2002,79683.5,13,1,50
Schulte Roth & Zabel LLP,2002,69146,14,0.9,10
Dewey Ballantine LLP,2002,66369.7,15,0.8,31
Latham & Watkins,2002,57473.7,16,0.7,98
O'Melveny & Myers,2002,57341.3,17,0.7,38
Stroock & Stroock & Lavan,2002,47857.8,18,0.6,22
"Mitchell, Silberberg & Knupp",2002,42126.3,19,0.5,10
Andrews Kurth LLP,2002,41681.4,20,0.5,32
"Cravath, Swaine & Moore",2002,41203.8,21,0.5,26
Richards Layton & Finger,2002,38928.4,22,0.5,21
Milbank Tweed Hadley & McCloy,2002,35669.3,23,0.5,16
Kutak Rock,2002,34981,24,0.4,15
Cleary Gottlieb Steen & Hamilton,2002,33099.8,25,0.4,35
Baker & Botts,2002,32342.5,26,0.4,30
Mayer Brown & Platt,2002,29524.2,27,0.4,26
Sullivan & Cromwell,2002,29330.6,28,0.4,64
"Dewey, Ballantine, Bushby, Palmer & Wood",2002,26592.1,29,0.3,7
Shearman & Sterling,2002,26176,30,0.3,33
LeBoeuf Lamb Greene & MacRae,2002,24695.8,31,0.3,28
King & Spalding,2002,23435.9,32,0.3,16
Dorsey & Whitney LLP,2002,23353.5,33,0.3,30
Sidley & Austin,2002,22718.5,34,0.3,7
Dewey Ballantine,2002,22409.6,35,0.3,6
Weil Gotshal & Manges,2002,21133.3,36,0.3,26
Helms Mulliss & Johnston,2002,20000,37,0.3,1
Thelen Reid & Priest LLP,2002,18586.4,38,0.2,33
Tobin & Tobin,2002,17848.2,39,0.2,12
Jones Day Reavis & Pogue,2002,15241.5,40,0.2,29
McGuireWoods LLP,2002,13738.5,41,0.2,22
Vinson & Elkins LLP,2002,13689.7,42,0.2,43
Hughes & Luce LLP,2002,13110.7,43,0.2,6
Winston & Strawn,2002,12927.7,44,0.2,18
Stradley Ronon Stevens & Young,2002,12901.5,45,0.2,9
Wilmer Cutler & Pickering,2002,11784,46,0.2,6
Wilson Sonsini Goodrich & Rosati,2002,10794.4,47,0.1,53
"Boult, Cummings, Conners & Berry",2002,10112.1,48,0.1,4
Maples & Calder,2002,10066.2,49,0.1,5
Hogan & Hartson,2002,9871.2,50,0.1,35
Fried Frank Harris Shriver & Jacobson,2002,9811.6,51,0.1,17
Gibson Dunn & Crutcher,2002,9542.1,52,0.1,43
Ballard Spahr Andrews & Ingersoll,2002,9398,53,0.1,30
Sullivan & Worcester LLP,2002,9298,54,0.1,13
Cahill Gordon & Reindel,2002,8844.9,55,0.1,25
Pillsbury Winthrop LLP,2002,8501.6,56,0.1,14
McGuire Woods Battle & Boothe,2002,8299.6,57,0.1,7
Ropes & Gray,2002,8288.6,58,0.1,22
Nixon Peabody LLP,2002,8069.7,59,0.1,5
Briggs & Morgan,2002,7805.1,60,0.1,2
"Akin, Gump, Strauss, Hauer & Feld",2002,7406.9,61,0.1,20
Fulbright & Jaworski,2002,7308.6,62,0.1,31
Heller Ehrman White & McAuliffe,2002,6997.2,63,0.1,13
Wolf Block Schorr & Solis-Cohen LLP,2002,6879.9,64,0.1,7
White & Case LLP,2002,6864.1,65,0.1,10
Willkie Farr & Gallagher,2002,6787.1,66,0.1,21
Helms Mulliss & Wicker PLLC,2002,6330.6,67,0.1,7
Covington & Burling,2002,6058.2,68,0.1,10
Morris Nichols Arsht & Tunnell,2002,6000,69,0.1,2
Alston & Bird,2002,5829.7,70,0.1,14
Palmer & Dodge,2002,5825.1,71,0.1,10
Munger Tolles & Olson,2002,5393.8,72,0.1,25
Foley & Lardner,2002,5379.2,73,0.1,15
"John W. Blenke, Esq.",2002,5172,74,0.1,2
Bell Boyd & Lloyd,2002,5144.5,75,0.1,28
Bracewell & Patterson,2002,5113.6,76,0.1,11
Baker Botts LLP,2002,5101.1,77,0.1,3
Perkins Coie,2002,5008.2,78,0.1,25
Irell & Manella,2002,4965.5,79,0.1,7
Thompson Hine LLP,2002,4872.7,80,0.1,2
Balch & Bingham LLP,2002,4812.3,81,0.1,8
Robinson Bradshaw & Hinson,2002,4626.6,82,0.1,5
Edwards & Angell,2002,4239.4,83,0.1,27
Steel Hector & Davis (FL),2002,4196.9,84,0.1,4
Sonnenschein Nath & Rosenthal,2002,4024,85,0.1,8
Jones Walker Waechter Poitevent Carrere & Denegre,2002,3815.6,86,0.1,5
Locke Liddell & Sapp LLP,2002,3718.8,87,0.1,15
Wachtell Lipton Rosen & Katz,2002,3714.5,88,0.1,2
Schiff Hardin & Waite,2002,3700,89,0.1,8
"Bryan, Cave, McPheeters & McRoberts",2002,3693.6,90,0.1,8
Hale & Dorr LLP,2002,3553.4,91,0,18
Baker & Hostetler LLP,2002,3427.7,92,0,12
Shaw Pittman Potts & Trowbridge,2002,3423.5,93,0,6
Mintz Levin Cohn Ferris Glovsky & Popeo,2002,3331,94,0,14
Baker & Daniels,2002,3320.7,95,0,5
Debevoise & Plimpton,2002,3258.8,96,0,11
"Paul, Weiss",2002,3206.1,97,0,10
Squire Sanders & Dempsey (US) LLP,2002,3132.7,98,0,14
Tobin & Dempf (NY),2002,3042,99,0,1
Clifford Chance Rogers & Wells LLP,2002,2984.8,100,0,9
Clifford Chance,2002,2891.9,101,0,7
Goodwin Procter LLP,2002,2802.6,102,0,13
Proskauer Rose LLP,2002,2761.3,103,0,6
Faegre & Benson,2002,2758.5,104,0,11
Kirkpatrick & Lockhart LLP,2002,2744.3,105,0,33
Bass Berry & Sims PLC,2002,2703.6,106,0,7
"Paul, Hastings, Janofsky & Walker",2002,2673.5,107,0,15
Troutman Sanders LLP,2002,2624,108,0,11
Greenberg Traurig,2002,2580.8,109,0,8
Cooley Godward LLP,2002,2393.8,110,0,17
"Silver, Freedman & Taff",2002,2372.6,111,0,3
Buchanan Ingersoll Professional Corp,2002,2222.6,112,0,5
Reed Smith Shaw & McClay,2002,2199.7,113,0,2
Stikeman Elliott (Canada),2002,2156,114,0,2
Chapman & Cutler,2002,2035.9,115,0,2
BBLP Pavia e Ansaldo et al,2002,2000,116*,0,1
Clifford Chance-Netherlands Office,2002,2000,116*,0,1
Internal Legal Counsel of the Bank,2002,2000,116*,0,1
Kremer Associes & Clifford Chance,2002,2000,116*,0,1
Mallesons Stephen Jaques,2002,2000,116*,0,1
Minter Ellison,2002,2000,116*,0,1
Neal Gerber & Eisenberg,2002,2000,116*,0,1
"Sheppard, Mullin, Richter & Hampton",2002,2000,116*,0,1
Wenger Vieli,2002,2000,116*,0,1
Baker & McKenzie,2002,1973.4,125,0,1
"Blank, Rome, Comisky & Mccauley",2002,1915.7,126,0,7
Snell & Wilmer,2002,1907.2,127,0,11
Kilpatrick Stockton LLP,2002,1803,128,0,5
Quarles & Brady,2002,1779.8,129,0,8
Morrison & Foerster,2002,1749.4,130,0,9
Andrews & Kurth Mayor Day Caldwell & Keeton LLP,2002,1595.6,131,0,5
Riordan & McKinzie,2002,1568.1,132,0,4
Barnes & Thornburg,2002,1499.9,133,0,1
Womble Carlyle Sandridge & Rice PLLC,2002,1496.9,134,0,6
Piper Rudnick LLP,2002,1359.9,135,0,6
Individual,2002,1335.9,136,0,62
Bryan Cave LLP,2002,1314.1,137,0,5
Honigman Miller Schwartz and Cohn (MI),2002,1298.7,138,0,2
"Elias, Matz, Tiernan & Herrick",2002,1274.7,139,0,5
"Stoel, Rives, Boley, Fraser & Wyse",2002,1253.5,140,0,3
"Taft, Stettinius & Hollister",2002,1199.8,141,0,2
Jenkens & Gilchrist,2002,1123.4,142,0,14
"Vorys, Sater, Seymour & Pease",2002,1084,143,0,7
Frost Brown Todd LLC,2002,1071.9,144,0,3
Arnold & Porter,2002,1062.1,145,0,6
Foley Hoag & Eliot LLP,2002,1051,146,0,7
Ogilvy Renault,2002,1017.8,147,0,1
Stinson Mag & Fizzell,2002,1000,148,0,1
"Dow, Lohnes & Albertson, (DC)",2002,992.6,149,0,1
In House,2002,973.6,150,0,2
Palmer and Dodge (MA),2002,961.3,151,0,4
Bingham Dana LLP,2002,927.8,152,0,2
Blackwell Sanders Peper Martin LLP,2002,927.3,153,0,5
Holme Roberts & Owen,2002,916.9,154,0,3
"Huber, Lawrence & Abell",2002,898.1,155,0,2
Waller Lansden Dortch & Davis,2002,897.8,156,0,4
Hughes Hubbard & Reed,2002,858.3,157,0,2
Drinker Biddle & Reath LLP,2002,839,158,0,8
Conner & Winters,2002,834.3,159,0,4
"Robinson, Silverman, Pearce, Aronsohn & Berman (NY",2002,802,160,0,4
Vedder Price Kaufman & Kammholz,2002,780.4,161,0,5
Reed Smith Shaw & McClay (PA),2002,771.6,162,0,3
Dechert,2002,756.3,163,0,7
Holland & Knight LLP,2002,755.7,164,0,5
Hallet and Perrin,2002,750.2,165,0,2
"Allen, Matkins, Leck & Mallory LLP",2002,708.9,166,0,5
McDermott Will & Emery,2002,701.3,167,0,3
Fenwick & West LLP,2002,690.9,168,0,8
"Muldoon, Murphy & Faucette",2002,684.8,169,0,3
McNair Law Firm,2002,678.2,170,0,3
McGuire Woods & Battle,2002,647.1,171,0,1
Kelley Drye & Warren,2002,646,172,0,6
Porter Hedges LLP,2002,642.8,173,0,4
Thompson Coburn,2002,639,174,0,3
"Callister, Duncan & Nebeker",2002,625,175,0,1
Stoel Rives LLP,2002,624.6,176,0,6
Arnall Golden & Gregory,2002,607.1,177,0,6
Godfrey & Kahn,2002,597.8,178,0,2
Stewart McKelvey Stirling Scales,2002,596.1,179,0,2
Moore & Van Allen PLLC,2002,574.5,180,0,3
Cooley Godward Castro Huddleson & Tatum,2002,569.3,181,0,17
Gray Cary Ware & Freidenrich,2002,562.9,182,0,4
Brobeck Phleger & Harrison LLP,2002,521.1,183,0,11
Husch & Eppenberger,2002,510,184,0,1
Armstrong Teasdale LLP,2002,506.6,185,0,2
"Nelson, Mullins, Riley & Scarborough",2002,499.8,186,0,1
Haynes & Boone,2002,497.2,187,0,5
Blackwell Sanders Matheny Weary,2002,496.3,188,0,1
Baker Donelson Bearman & Caldwell,2002,495.5,189,0,3
Seward & Kissel,2002,474.1,190,0,5
Goodwin Procter & Hoar,2002,472.5,191,0,5
"Calfee, Halter & Griswold (OH)",2002,471.1,192,0,3
Sutherland Asbill & Brennan LLP,2002,465.5,193,0,3
"Davis, Graham & Stubbs",2002,465.1,194,0,3
Piper Marbury Rudnick & Wolfe,2002,457.9,195,0,3
"Gordon, Feinblatt, Rothman, Hoffberger & Hollander",2002,402.6,196,0,1
Robins Kaplan Miller & Ciresi,2002,402.5,197,0,1
Dechert Price & Rhoads,2002,401.8,198,0,2
"Chamberlain, Hrdlicka, White, Williams & Martin",2002,397.2,199,0,1
"Reinhart, Boerner, Van Deuren, Norris",2002,395.2,200,0,2
Sidley Austin Brown & Wood,2003,1144679.3,1,11.6,1445
Thacher Proffitt & Wood,2003,1120941.5,2,11.4,354
General Counsel,2003,1086425.8,3,11,2029
McKee Nelson LLP,2003,901719.4,4,9.2,301
"Cadwalader, Wickersham & Taft",2003,810252.8,5,8.2,241
Orrick Herrington & Sutcliffe LLP,2003,801592.5,6,8.1,202
Morgan Lewis & Bockius,2003,278581.3,7,2.8,87
"Skadden, Arps, Slate, Meagher & Flom",2003,221102.1,8,2.2,156
Richards Layton & Finger,2003,203402.4,9,2.1,72
Mayer Brown Rowe & Maw,2003,178526.3,10,1.8,77
Dewey Ballantine LLP,2003,172639.1,11,1.8,44
Simpson Thacher & Bartlett,2003,167181.9,12,1.7,131
Latham & Watkins,2003,128317.1,13,1.3,135
Kirkland & Ellis,2003,127560.2,14,1.3,42
Sullivan & Cromwell,2003,123824.9,15,1.3,61
Heller Ehrman White & McAuliffe,2003,110172.4,16,1.1,38
Schulte Roth & Zabel LLP,2003,98791.6,17,1,28
Davis Polk & Wardwell,2003,71101,18,0.7,55
Stroock & Stroock & Lavan,2003,70481,19,0.7,35
Andrews Kurth LLP,2003,63499.2,20,0.6,40
Hunton & Williams,2003,51422.8,21,0.5,64
O'Melveny & Myers,2003,49434.8,22,0.5,65
"Mitchell, Silberberg & Knupp",2003,45156.2,23,0.5,11
McGuireWoods LLP,2003,35678.7,24,0.4,32
Stradley Ronon Stevens & Young,2003,34069.7,25,0.4,5
"Cravath, Swaine & Moore",2003,31521,26,0.3,17
Mayer Brown & Platt,2003,29489.2,27,0.3,3
Weil Gotshal & Manges,2003,27901.9,28,0.3,43
Tobin & Tobin,2003,26661.4,29,0.3,11
Debevoise & Plimpton,2003,26204.8,30,0.3,31
Cleary Gottlieb Steen & Hamilton,2003,25851.3,31,0.3,61
Shearman & Sterling,2003,22484.2,32,0.2,39
Baker Botts LLP,2003,22275.3,33,0.2,26
Thompson Hine LLP,2003,20126,34,0.2,5
Sidley & Austin,2003,18504.9,35,0.2,3
LeBoeuf Lamb Greene & MacRae,2003,18492.5,36,0.2,41
Vinson & Elkins LLP,2003,18041.3,37,0.2,58
Individual,2003,17664.7,38,0.2,43
Milbank Tweed Hadley & McCloy,2003,16938.3,39,0.2,11
Kutak Rock,2003,16409,40,0.2,8
Jenner & Block,2003,15583,41,0.2,4
Baker & Botts,2003,13894.8,42,0.1,18
Ballard Spahr Andrews & Ingersoll,2003,13249.5,43,0.1,24
Clifford Chance,2003,12988.9,44,0.1,37
Piper Rudnick LLP,2003,12359.2,45,0.1,23
Ropes & Gray,2003,11814.6,46,0.1,37
"Dewey, Ballantine, Bushby, Palmer & Wood",2003,11731.7,47,0.1,7
White & Case LLP,2003,11726.6,48,0.1,15
Pillsbury Winthrop LLP,2003,11258.3,49,0.1,24
Thelen Reid & Priest LLP,2003,11132.6,50,0.1,22
"Kutak Rock (AZ,CO,DC,GA,NE)",2003,11064,51,0.1,2
Alston & Bird,2003,11031.5,52,0.1,18
Helms Mulliss & Wicker PLLC,2003,9902.9,53,0.1,10
"Akin, Gump, Strauss, Hauer & Feld",2003,9844.1,54,0.1,27
