FirmName,Year,MnA Revenue,MnA Rank,MnA Market Share,Mna Num Of Deals
Fried Frank Harris Shriver & Jacobson,1984,11375.6,1,5.8,6
"Skadden, Arps, Slate, Meagher & Flom",1984,10192.3,2,5.2,23
Sullivan & Cromwell,1984,9606.2,3,4.9,7
Wachtell Lipton Rosen & Katz,1984,7407.4,4,3.8,7
"Paul, Weiss",1984,3114.8,5,1.6,2
Simon-D,1984,2828,6,1.4,2
Sidley & Austin,1984,1645.9,7,0.8,2
Jones Day Reavis & Pogue,1984,1164.2,8,0.6,4
Anderson-S,1984,1157,9,0.6,2
Latham & Watkins,1984,1009.7,10,0.5,4
Baker & Botts,1984,982.1,11,0.5,2
"Cravath, Swaine & Moore",1984,926,12,0.5,2
O'Melveny & Myers,1984,793.1,13,0.4,3
Weil Gotshal & Manges,1984,670.5,14,0.3,4
Debevoise & Plimpton,1984,579.1,15,0.3,2
"Kaye, Scholer, Fierman, Hays & Handler",1984,553.8,16,0.3,2
Gibson Dunn & Crutcher,1984,515.3,17,0.3,7
Cleary Gottlieb Steen & Hamilton,1984,511,18*,0.3,1
"Day, Berry & Howard",1984,511,18*,0.3,1
Shearman & Sterling,1984,511,18*,0.3,1
Davis Polk & Wardwell,1984,500,21,0.3,1
Schiff Hardin & Waite,1984,429.5,22,0.2,2
Cahill Gordon & Reindel,1984,330,23,0.2,2
"Vorys, Sater, Seymour & Pease",1984,320,24*,0.2,1
Richards Layton & Finger,1984,320,24*,0.2,1
Sachnoff Weaver & Rubenstein,1984,320,24*,0.2,1
Johnson & Swanson,1984,303.2,27,0.2,1
Parker Chapin Flattau & Klimpl,1984,277.1,28,0.1,2
Proskauer Rose Goetz & Mendelson,1984,270,29,0.1,1
Bowles Mcdavid Graff & Love,1984,257,30*,0.1,1
Breed Abbott & Morgan,1984,257,30*,0.1,1
Ropes & Gray,1984,254.9,32,0.1,7
"Lewis, D'Amato, Brisbors & Bisgaard",1984,241,33,0.1,2
Stinson Mag & Fizzell,1984,240,34,0.1,1
"Miro, Miro & Weiner",1984,229,35,0.1,1
"Thompson, Hine & Flory",1984,225.5,36,0.1,1
Troutman Sanders Lockerman & Ashmore,1984,225,37,0.1,1
Holme Roberts & Owen,1984,220.2,38,0.1,2
Sutherland Asbill & Brennan LLP,1984,216,39,0.1,1
Shea & Gould,1984,203.5,40,0.1,1
"Emens, Hurd, Kegler & Ritter",1984,196.9,41,0.1,1
Brown & Wood,1984,177,42,0.1,1
Bell Boyd & Lloyd,1984,167.3,43,0.1,1
Dickinson Wright Moon Van Dusen,1984,161.7,44,0.1,2
Rosenman Colin Freund Lewis & Cohen,1984,129.8,45,0.1,2
Jones,1984,117.4,46,0.1,1
"Hand, Arendall, Bedsole, Greaves",1984,110,47,0.1,1
Macleod Dixon,1984,106,48*,0.1,1
Morrison & Foerster,1984,106,48*,0.1,1
"Blank, Rome, Comisky & Mccauley",1984,103.6,50,0.1,3
Metzger,1984,100,51,0.1,1
"Shumaker, Loop & Kendrick",1984,99.7,52,0.1,1
Haynes & Boone,1984,98.7,53,0.1,2
Reed Smith Shaw & McClay,1984,98.2,54,0.1,3
"Kramer, Levin, Nessen, Kamin & Frankel",1984,91.6,55,0.1,3
"Memel, Jacobs & Ellsworth",1984,88.8,56,0,1
Foley Hoag & Eliot LLP,1984,84.7,57,0,2
Oppenheimer Wolff & Donnelly,1984,83.9,58,0,1
Jones Walker Waechter Poitevent Carrere & Denegre,1984,80,59,0,2
Lane & Altman,1984,78.6,60,0,2
Mcdermott & Trayner,1984,74.3,61,0,1
Vinson & Elkins LLP,1984,72.4,62,0,2
"Lowenthal, Landau, Fischer & Ziegler",1984,72,63*,0,1
Stein & Kahan,1984,72,63*,0,1
Burns & Levinson,1984,71.6,65,0,1
Dorsey & Whitney LLP,1984,69.2,66,0,1
"Hill, Lewis, Adams, Goodrich & Tait",1984,65,67,0,1
Makin,1984,64,68*,0,1
Vedder Price Kaufman & Kammholz,1984,64,68*,0,1
"Finley, Kumble, Wagner, Heine, Underberg",1984,63.9,70,0,1
Ballard Spahr Andrews & Ingersoll,1984,60,71,0,2
Godfrey & Kahn,1984,59.1,72,0,1
"Allen, Matkins, Leck & Mallory LLP",1984,58,73*,0,1
Pacht,1984,58,73*,0,1
Jeffer Mangels,1984,55.3,75,0,1
Goodwin Procter & Hoar,1984,54.9,76,0,2
Monroe,1984,53,77,0,1
"Martin, Ade, Birchfield & Johnson",1984,52.7,78*,0,1
Kilpatrick & Cody,1984,52.7,78*,0,1
"Adams, Duque & Hazeltine",1984,52.3,80,0,1
"Rifkind, Sterling & Levin",1984,50.2,81,0,1
Reid & Priest,1984,45.4,82,0,1
Hughes Hubbard & Reed,1984,43.8,83,0,1
Ware & Freidenrich,1984,43.2,84*,0,1
Brobeck Phleger & Harrison LLP,1984,43.2,84*,0,1
Battle Fowler,1984,42.9,86,0,1
"Brown, Todd & Heyburn",1984,40.1,87,0,1
Manion,1984,37.9,88,0,1
Thelen Marrin Johnson Bridges LLP,1984,37.6,89*,0,1
"Tonkon, Torp, Galen, Marmaduke",1984,37.6,89*,0,1
Lord Bissell & Brook,1984,36.6,91,0,1
Stroock & Stroock & Lavan,1984,36,92,0,1
Riordan & McKinzie,1984,35,93,0,1
Hourigan,1984,34.3,94,0,1
"Bodman, Longley & Dahling",1984,32,95*,0,1
"Howard, Rice, Nemerovski, Canady",1984,32,95*,0,1
Gardner Carton & Douglas,1984,31.3,97,0,1
Clapp & Eisenberg,1984,30,98,0,1
Herrick & Feinstein,1984,28.5,99,0,1
J. Gordon Hansen & Anderson,1984,26.3,100,0,1
"Dilworth, Paxson, Kalish & Kauffman",1984,25.9,101*,0,1
Drinker Biddle & Reath LLP,1984,25.9,101*,0,2
Whyte & Hirschboeck,1984,25.6,103,0,1
"Jackson, Walker & Winsteed",1984,22.4,104,0,2
"Duane, Morris & Heckscher",1984,21.3,105,0,1
Bass Berry & Sims PLC,1984,21.1,106*,0,1
"Brooks, Pierce, McLendon, Humphrey & Leonard",1984,21.1,106*,0,1
"Armstrong, Teasdale, Kramer, Vaughan & Schlafly",1984,19.1,108,0,1
Fulbright & Jaworski,1984,19,109*,0,1
Reavis & McGrath,1984,19,109*,0,1
"Greenebaum, Doll & McDonald",1984,18.5,111,0,1
Boardman,1984,18.4,112*,0,1
Guarles,1984,18.4,112*,0,1
"Pope, Ballard, Shepard & Fowle",1984,16.9,114*,0,1
Thompson & Mitchell,1984,16.9,114*,0,1
Willkie Farr & Gallagher,1984,15.4,116,0,2
Reisman & Bryn,1984,14.9,117,0,1
"Greenberg, Traurig, Askew",1984,14,118,0,1
Ledesma,1984,11.5,119,0,1
Thompson & Knight PC,1984,10.3,120,0,2
"Rubin, Baum, Levin, Constant, Friedman & Bilzin",1984,10,121,0,1
Voerys,1984,9.4,122,0,1
Stradling Yocca Carlson & Rauth,1984,9.2,123,0,1
"Johnson, Bromberg & Leeds",1984,9,124,0,1
Pitney Hardin,1984,8.7,125,0,1
Barley,1984,8.2,126*,0,1
Henrey,1984,8.2,126*,0,1
Mcness,1984,8.1,128*,0,1
Dechert Price & Rhoads,1984,8.1,128*,0,1
Cox Smith Inc.,1984,7.2,130,0,1
Milling Law Offices,1984,6.5,131,0,1
Donovan Leisure Newton & Irvine,1984,6.2,132,0,1
Rose Law Firm,1984,6.1,133*,0,1
"Sargent, Klenda, Haag & Mitchell",1984,6.1,133*,0,1
Commander,1984,6,135*,0,1
"Faqgin,Brown,Bush,Tinney,Kis *",1984,6,135*,0,1
"Manatt, Phelps, Rothenberg & Phillips",1984,5.9,137,0,1
Sullivan Gregg,1984,5.3,138,0,2
Wilson Sonsini Goodrich & Rosati,1984,4.3,139*,0,1
Diemer,1984,4.3,139*,0,1
"Bachner, Tally, Polevoy & Misher",1984,3.2,141*,0,1
Brenman Epstein Rashkin & Friedlob,1984,3.2,141*,0,1
Sckora,1984,2.9,143*,0,1
"Freshman, Marantz, Orlanski, Cooper",1984,2.9,143*,0,1
Mclane Graf Raulerson & Middleton,1984,2.4,145,0,1
Molloy,1984,1.8,146*,0,1
Carson Mess,1984,1.8,146*,0,1
Brown-Dr,1984,1.3,148,0,1
Hale & Dorr LLP,1984,1.1,149,0,1
Jamieson,1984,0.6,150*,0,1
Bishop Liberman & Cook,1984,0.6,150*,0,1
Silverman & Collura PC,1984,0.5,152*,0,1
Fahrenkopf,1984,0.5,152*,0,1
Hart & Trinen,1984,0.5,152*,0,1
"Hurt, Richardson, Garner, Todd",1984,0,155,0,1
Wachtell Lipton Rosen & Katz,1985,35315.9,1,16.9,17
"Skadden, Arps, Slate, Meagher & Flom",1985,31684.5,2,15.1,17
Sullivan & Cromwell,1985,25220,3,12.1,28
Simpson Thacher & Bartlett,1985,18578.7,4,8.9,7
Latham & Watkins,1985,13189.6,5,6.3,4
Fried Frank Harris Shriver & Jacobson,1985,12305,6,5.9,2
Davis Polk & Wardwell,1985,9590.3,7,4.6,6
Cleary Gottlieb Steen & Hamilton,1985,6832.1,8,3.3,4
Winston & Strawn,1985,6095,9,2.9,1
Wilmer Cutler & Pickering,1985,5220.8,10,2.5,2
"Dunnington, Bartholow & Miller",1985,4900,11*,2.3,1
White & Case LLP,1985,4900,11*,2.3,1
Shea & Gould,1985,3862.4,13,1.8,1
Vinson & Elkins LLP,1985,3730,14,1.8,3
Cahill Gordon & Reindel,1985,3521.8,15,1.7,5
Squire Sanders & Dempsey (US) LLP,1985,3399.8,16,1.6,2
"Paul, Weiss",1985,3112.5,17,1.5,5
Baker & Botts,1985,3106.8,18,1.5,3
Honigman Miller Schwartz And Cohn,1985,2349,19*,1.1,1
Morris Nichols Arsht & Tunnell,1985,2349,19*,1.1,1
"Miller,Canfield,Paddock",1985,2349,19*,1.1,1
Strauss & Troy,1985,2308,22,1.1,1
Shearman & Sterling,1985,2291.4,23,1.1,4
"Cravath, Swaine & Moore",1985,1774.8,24,0.9,3
Gardner Carton & Douglas,1985,1739.8,25,0.8,1
Troutman Sanders Lockerman & Ashmore,1985,1605.5,26,0.8,2
"Wyman, Bautzer, Christensen, Kuchel & Silbert",1985,1483.5,27,0.7,1
Mcdermott Will & Emery,1985,1400,28,0.7,1
Orrick Herrington & Sutcliffe LLP,1985,1300.9,29,0.6,2
Dow Lohnes & Albertson,1985,1270,30,0.6,1
Sidley & Austin,1985,1089.6,31,0.5,2
Weil Gotshal & Manges,1985,999.8,32,0.5,4
Pitney Hardin,1985,894.5,33,0.4,2
Richards Layton & Finger,1985,762.1,34,0.4,2
McGuire Woods Battle & Boothe,1985,730.9,35,0.4,1
"Dykema, Gossett, Spencer, Goodnow & Trigg",1985,592,36,0.3,1
Schiff Hardin & Waite,1985,525,37,0.3,1
"Wilentz, Goldman & Spitzer",1985,521,38,0.3,1
O'Melveny & Myers,1985,482.3,39,0.2,3
"Ryley, Carlock & Applewhite",1985,480,40,0.2,1
Jenner & Block,1985,430,41*,0.2,1
Sachnoff Weaver & Rubenstein,1985,430,41*,0.2,1
Kirkland & Ellis,1985,408.6,43,0.2,3
Alston & Bird,1985,394.7,44*,0.2,1
"Buist, Moore, Smythe & Mcgee",1985,394.7,44*,0.2,1
Rain Harrell Emery Young & Doke,1985,315,46,0.2,1
Reed Smith Shaw & McClay,1985,280.7,47,0.1,1
Shank,1985,254.2,48,0.1,1
Andrews Kurth LLP,1985,225,49,0.1,1
Kirkpatrick & Lockhart LLP,1985,188.5,50*,0.1,1
Mudge Rose Gutherie Alexander & Ferdon,1985,188.5,50*,0.1,1
Johnson & Swanson,1985,134.8,52,0.1,1
Haythe & Curley,1985,129,53,0.1,1
Graham & Dunn,1985,125.8,54*,0.1,1
Hogan & Hartson,1985,125.8,54*,0.1,1
Housley Goldberg & Kantarian,1985,125.8,54*,0.1,1
"Dewey, Ballantine, Bushby, Palmer & Wood",1985,123.4,57,0.1,1
Hansell & Post,1985,122,58*,0.1,1
Willkie Farr & Gallagher,1985,122,58*,0.1,1
Morgan Lewis & Bockius,1985,100,60,0.1,1
Stinson Mag & Fizzell,1985,88.8,61,0,1
Jones Day Reavis & Pogue,1985,84,62,0,1
Thompson & Knight PC,1985,70,63,0,1
Munger Tolles & Olson,1985,60.4,64,0,1
Ashurst Morris Crisp,1985,57.9,65,0,1
"Kantrow, Spaht, Weaver & Blitzer",1985,56.8,66*,0,1
Arnold & Porter,1985,56.8,66*,0,1
Howard & Howard,1985,53,68,0,1
Winthrop Stimson Putnam & Roberts,1985,51.6,69*,0,1
"Maun,Green,Hayes,Simon & Brehl",1985,51.6,69*,0,1
Cobb & Cole,1985,45.1,71*,0,1
"Muldoon, Murphy & Faucette",1985,45.1,71*,0,1
"Watson, Ess, Marshall & Enggas",1985,45.1,71*,0,1
Lindquist & Vennum,1985,43.9,74,0,1
Goodwin Procter & Hoar,1985,26.8,75*,0,1
Stroock & Stroock & Lavan,1985,26.8,75*,0,1
Bennett & Co,1985,26,77,0,1
"Kaplan, Strangis & Kaplan",1985,11.8,78,0,1
Dornbush Mensch Mandelstam Silverman,1985,8,79,0,1
Irell & Manella,1985,2.3,80,0,1
Moore & Peterson,1985,0,81*,0,1
Wyatt Tarrant & Combs,1985,0,81*,0,1
Sullivan & Cromwell,1986,35131.3,1,15.2,37
"Skadden, Arps, Slate, Meagher & Flom",1986,24634.7,2,10.6,33
Wachtell Lipton Rosen & Katz,1986,19270.5,3,8.3,14
Latham & Watkins,1986,10310.1,4,4.5,6
"Cravath, Swaine & Moore",1986,8336.9,5,3.6,6
Shearman & Sterling,1986,8261.3,6,3.6,7
Hughes Hubbard & Reed,1986,5946.3,7,2.6,5
Fried Frank Harris Shriver & Jacobson,1986,5644.8,8,2.4,10
Jones Day Reavis & Pogue,1986,5500.6,9,2.4,4
Debevoise & Plimpton,1986,5245.9,10,2.3,5
Davis Polk & Wardwell,1986,4676.2,11,2,9
Cahill Gordon & Reindel,1986,3133,12,1.4,6
Cleary Gottlieb Steen & Hamilton,1986,3041.8,13,1.3,4
"Chadbourne, Parke, Whiteside & Wolff",1986,2873.7,14,1.2,2
Reed Smith Shaw & McClay,1986,2839.2,15,1.2,2
Kirkland & Ellis,1986,2696.2,16,1.2,6
Morris Nichols Arsht & Tunnell,1986,2248.9,17,1,1
Sidley & Austin,1986,2129.5,18,0.9,3
Richards Layton & Finger,1986,1877.4,19,0.8,3
Osler Hoskin & Harcourt LLP,1986,1842,20,0.8,1
Hunton & Williams,1986,1812.6,21,0.8,4
Willkie Farr & Gallagher,1986,1673.1,22,0.7,5
Weil Gotshal & Manges,1986,1139,23,0.5,3
"Paul, Weiss",1986,933,24,0.4,4
King & Spalding,1986,870.9,25,0.4,2
Gibson Dunn & Crutcher,1986,853.7,26,0.4,6
O'Melveny & Myers,1986,835.2,27,0.4,3
Gaston Snow & Ely Bartlett,1986,827.8,28,0.4,3
"Akin, Gump, Strauss, Hauer & Feld",1986,822.7,29,0.4,3
Baker & Botts,1986,800.8,30,0.4,1
Wyatt Tarrant & Combs,1986,792.5,31,0.3,2
Dechert Price & Rhoads,1986,752.2,32,0.3,1
Alston & Bird,1986,746.1,33,0.3,2
Arnold & Porter,1986,723,34,0.3,2
"Nixon, Yow, Waller & Capers",1986,683.4,35,0.3,1
Andrews Kurth LLP,1986,682.5,36,0.3,4
"Choate, Hall & Stewart LLP",1986,649.5,37,0.3,1
Simpson Thacher & Bartlett,1986,647.4,38,0.3,4
"Smith, Gambrell & Russell",1986,621.1,39,0.3,1
Johnson & Swanson,1986,618.2,40,0.3,3
Munger Tolles & Olson,1986,601.8,41,0.3,2
Piper & Marbury,1986,597.6,42,0.3,4
Rain Harrell Emery Young & Doke,1986,584,43,0.3,1
"Vorys, Sater, Seymour & Pease",1986,578.4,44,0.3,2
Orrick Herrington & Sutcliffe LLP,1986,567.2,45,0.2,4
Schiff Hardin & Waite,1986,552,46,0.2,1
Licht & Semonoff,1986,551,47,0.2,1
Davis & Gilbert,1986,526.6,48,0.2,2
Mays & Valentine,1986,503.2,49,0.2,1
Lord Day & Lord,1986,500,50*,0.2,1
Rogers & Wells,1986,500,50*,0.2,1
McGuire Woods Battle & Boothe,1986,465.9,52,0.2,1
"Dewey, Ballantine, Bushby, Palmer & Wood",1986,423.4,53,0.2,2
Weinberg & Green,1986,377.1,54,0.2,1
O Sullivan Graer & Karabell LLP,1986,354.5,55,0.2,1
Morgan Lewis & Bockius,1986,314.5,56,0.1,2
"Brooks, Pierce, McLendon, Humphrey & Leonard",1986,312,57,0.1,2
"Worsham, Forsythe, Sampels & Wooldridge",1986,287.3,58,0.1,1
Schulte Roth & Zabel LLP,1986,282,59,0.1,1
White & Case LLP,1986,274.2,60,0.1,3
Gordon Hurwitz Butowsky,1986,241.4,61*,0.1,1
"Peper, Martin, Jensen Maichel & Hetlege",1986,241.4,61*,0.1,1
"Neale,Newman,Bradshaw&Freeman",1986,241.4,61*,0.1,1
Stroock & Stroock & Lavan,1986,227.3,64,0.1,1
Jenner & Block,1986,225.1,65,0.1,1
Irell & Manella,1986,221.4,66,0.1,1
Bradley Arant Rose & White LLP,1986,215.3,67,0.1,2
Vinson & Elkins LLP,1986,210.6,68,0.1,2
Reid & Priest,1986,202.5,69,0.1,2
"Bryan, Cave, McPheeters & McRoberts",1986,189.1,70,0.1,1
"Winstead, Sechrest & Minick",1986,169,71,0.1,2
Mcdermott Will & Emery,1986,166.1,72,0.1,3
Goodwin Procter & Hoar,1986,157,73,0.1,1
"Young,Conaway,Stargatt & Taylor",1986,145,74,0.1,1
Schnader Harrison Segal & Lewis,1986,137.7,75,0.1,2
"Beckley, Singleton, Delanoy, Jemison",1986,134.1,76*,0.1,1
"Manatt, Phelps, Rothenberg & Phillips",1986,134.1,76*,0.1,1
"Wright, Lindsey & Jennings",1986,134.1,76*,0.1,1
Lionel Sawyer & Collins,1986,134.1,76*,0.1,1
D'Ancona & Pflaum,1986,134,80*,0.1,1
Lord Bissell & Brook,1986,134,80*,0.1,1
Certilman Haft Lebow Balin Buc,1986,132.7,82,0.1,2
Sherburne Powers & Needham,1986,128.4,83*,0.1,1
Gadsby & Hannah,1986,128.4,83*,0.1,1
"Gordon, Feinblatt, Rothman, Hoffberger & Hollander",1986,121.8,85,0.1,1
Nutter McClennen & Fish,1986,120.2,86,0.1,1
"Abrahams, Kaslow & Cassman",1986,120,87,0.1,1
"Clark, Ladner, Fortenbaugh & Young",1986,118.6,88,0.1,1
Briggs & Morgan,1986,117.3,89,0.1,1
Shea & Gould,1986,116.6,90,0.1,2
Godfrey & Kahn,1986,113.2,91,0.1,2
"Woods, Rogers & Hazelgrove",1986,103.9,92*,0,1
"Boult, Cummings, Conners & Berry",1986,103.9,92*,0,1
"Varnum, Riddering, Schmidt & Howlett",1986,102.3,94,0,1
Bass Berry & Sims PLC,1986,101.6,95*,0,1
Waller Lansden Dortch & Davis,1986,101.6,95*,0,1
"Finley, Kumble, Wagner, Heine, Underberg",1986,96.8,97,0,2
Hutchins & Wheeler,1986,94.2,98*,0,1
Kilpatrick & Cody,1986,94.2,98*,0,1
Mayer Brown & Platt,1986,94,100,0,1
Donovan Leisure Newton & Irvine,1986,92.1,101,0,1
Arent Fox Kintner Plotkin & Kahn,1986,85.5,102*,0,1
"Mitchell, Silberberg & Knupp",1986,85.5,102*,0,1
Henson & Efron,1986,83,104,0,1
Shereff Friedman Hoffman & Goodman,1986,76.5,105*,0,1
"Saul, Ewing, Remick & Saul",1986,76.5,105*,0,1
"Kramer, Levin, Nessen, Kamin & Frankel",1986,76,107,0,1
"Greenberg, Traurig, Askew",1986,75.2,108,0,2
Hiscock & Barclay,1986,74,109*,0,1
Preston Thorgrimson Ellis & Holman,1986,74,109*,0,1
"Kirchner,Main,Petrie & Graham",1986,72.4,111,0,1
Bogle & Gates,1986,72.1,112,0,2
Testa Hurwitz & Thibeault,1986,68.7,113*,0,1
Ryan & White,1986,68.7,113*,0,1
Summit Rovins & Feldesman,1986,68.1,115,0,1
McCutchen Doyle Brown & Enersen LLP,1986,64.2,116,0,1
Oppemheimer Wolff & Donnelly,1986,61.2,117,0,1
"Ryan, Swanson & Cleveland",1986,58.7,118,0,1
"Bachner, Tally, Polevoy & Misher",1986,56.3,119,0,1
McAfee & Taft,1986,53.3,120,0,1
Dickinson Wright Moon Van Dusen,1986,51.4,121*,0,1
"Clark, Klein & Beaumont",1986,51.4,121*,0,1
"Tonkon, Torp, Galen, Marmaduke",1986,50.9,123,0,2
"Curtis, Brinkerhoff & Barrett",1986,49.9,124*,0,1
Cummings & Lockwood,1986,49.9,124*,0,1
"Dykema, Gossett, Spencer, Goodnow & Trigg",1986,49.8,126,0,1
Ropes & Gray,1986,44.6,127,0,1
Kaufman & Canoles,1986,41.8,128*,0,1
"Freedman, Levy, Kroll & Sidmonds",1986,41.8,128*,0,1
Lee Toomey & Kent,1986,41.8,128*,0,1
Baer Marks & Upham Inc,1986,40.6,131,0,1
"Hicks, Maloof & Campbell",1986,39.9,132*,0,1
Lindquist & Vennum,1986,39.9,132*,0,1
"Krieg, Devault, Alexander, Capehart",1986,36.9,134,0,3
"Hopkins, Mitchell & Carley",1986,34.3,135*,0,1
Rosenblum Parish & Bacigalupi,1986,34.3,135*,0,1
Henderson Daily Withrow & DeVoe,1986,32.3,137*,0,1
"Tilford, Dobbins, Alexander",1986,32.3,137*,0,1
"Weadon, Dibble & Rehm",1986,29.2,139*,0,1
Steel Hector & Davis (FL),1986,29.2,139*,0,1
Palmer & Dodge,1986,28.3,141*,0,2
Primmer & Piper,1986,28.3,141*,0,2
"Schatz, Schatz, Rubicoff & Kotkin",1986,27.3,143*,0,1
"Brown, Todd & Heyburn",1986,27.3,143*,0,1
"Elias, Matz, Tiernan & Herrick",1986,27.1,145,0,1
"Levett,Rockwood & Sanders",1986,26.6,146,0,1
Stophel & Stophel,1986,25.3,147*,0,1
Wilson & Mcilvaine,1986,25.3,147*,0,1
Smith,1986,25.2,149*,0,1
"Fox, Edwards, Gardiner & Brown",1986,25.2,149*,0,1
"Brown,Hay, Stephens",1986,24.6,151*,0,1
"Bellati, Fay, Bellati, Beard",1986,24.6,151*,0,1
Lowenstein Sandler Kohl Fisher & Boylan,1986,22.4,153*,0,1
Bruck & Perry,1986,22.4,153*,0,1
Epstein Becker Borsody & Green,1986,21.5,155,0,1
Steven B. Chameides & Partners,1986,21.1,156*,0,1
Breed Abbott & Morgan,1986,21.1,156*,0,1
"Pryor, Cashman, Sherman & Flynn",1986,20.7,158,0,1
"Paul, Frank & Collins Inc",1986,19.7,159,0,1
"Foster, Swift, Collins & Coey",1986,19.5,160*,0,1
"Shumaker, Loop & Kendrick",1986,19.5,160*,0,1
Drinker Biddle & Reath LLP,1986,16.2,162,0,1
Faegre & Benson,1986,16,163*,0,1
Lane & Altman,1986,16,163*,0,1
Howard & Howard,1986,15.6,165,0,1
Quarles & Brady,1986,14.7,166,0,1
Burns & Levinson,1986,14.4,167,0,1
"Salinger, Nichols, Jackson, Ki",1986,12,168,0,1
MurpheyYoung & Smith,1986,11.8,169,0,1
Whitman & Ransom,1986,11.3,170,0,1
Musick,1986,10.1,171,0,1
Baker & Daniels,1986,10,172*,0,1
Ice Miller LLP,1986,10,172*,0,1
Bingham Summers Welsh & Spilman,1986,9.5,174,0,1
Cooley Godward Castro Huddleson & Tatum,1986,9.2,175*,0,1
Wilson Sonsini Goodrich & Rosati,1986,9.2,175*,0,1
Appleby Spurling & Kempe,1986,9.2,175*,0,1
Csaplar & Bok,1986,9,178,0,1
"Thompson, Hine & Flory",1986,8,179,0,1
"Davis, Graham & Stubbs",1986,5.5,180*,0,1
"Benesch, Friedlander, Coplan & Aronoff",1986,5.5,180*,0,1
Graham & Dunn,1986,3.9,182*,0,1
"Lindsay, Hart, Neil & Weigler",1986,3.9,182*,0,1
Coughlin & Gerhart,1986,3.8,184,0,1
Battle Fowler,1986,0,185,0,1
Sullivan & Cromwell,1987,32273.1,1,13.5,46
"Skadden, Arps, Slate, Meagher & Flom",1987,32051.8,2,13.4,52
Wachtell Lipton Rosen & Katz,1987,23918.7,3,10,23
White & Case LLP,1987,10659.8,4,4.5,5
Cahill Gordon & Reindel,1987,10649,5,4.4,14
Fried Frank Harris Shriver & Jacobson,1987,10630.1,6,4.4,17
Shearman & Sterling,1987,9791,7,4.1,13
Richards Layton & Finger,1987,9421.5,8,3.9,16
"Paul, Weiss",1987,8801,9,3.7,9
Willkie Farr & Gallagher,1987,7936.6,10,3.3,12
Simpson Thacher & Bartlett,1987,7564.2,11,3.2,11
Cleary Gottlieb Steen & Hamilton,1987,7222,12,3,16
Latham & Watkins,1987,7010.7,13,2.9,13
Davis Polk & Wardwell,1987,5860.3,14,2.5,12
Foley & Lardner,1987,5332.8,15,2.2,5
"Cravath, Swaine & Moore",1987,4845.3,16,2,14
Weil Gotshal & Manges,1987,4660.7,17,1.9,10
Johnson & Swanson,1987,4561.6,18,1.9,5
Debevoise & Plimpton,1987,4535.1,19,1.9,17
Morris Nichols Arsht & Tunnell,1987,4163.9,20,1.7,6
Kirkland & Ellis,1987,3551.9,21,1.5,6
Mays & Valentine,1987,3194,22,1.3,1
"Potter, Anderson & Corroon",1987,3045.1,23,1.3,5
Jones Day Reavis & Pogue,1987,2988,24,1.3,4
Andrews Kurth LLP,1987,2920.8,25,1.2,6
Winthrop Stimson Putnam & Roberts,1987,2763.5,26,1.2,4
Schulte Roth & Zabel LLP,1987,2631.5,27,1.1,3
Shea & Gould,1987,2492.8,28,1,5
"Shackleford, Farrior, Stallings & Evans",1987,2432.1,29,1,1
Allen & Overy,1987,2271.5,30,1,3
"Stoel, Rives, Boley, Fraser & Wyse",1987,2253.5,31,0.9,4
"Kramer, Levin, Nessen, Kamin & Frankel",1987,2176.1,32,0.9,4
Sidley & Austin,1987,2157.8,33,0.9,5
Godfrey & Kahn,1987,2061.9,34,0.9,3
O'Melveny & Myers,1987,2035.9,35,0.9,6
Goodman & Goodman,1987,1960.1,36*,0.8,1
Rosenman Colin Freund Lewis & Cohen,1987,1960.1,36*,0.8,1
Osler Hoskin & Harcourt LLP,1987,1960.1,36*,0.8,1
Phillips & Vineberg,1987,1960.1,36*,0.8,1
Reid & Priest,1987,1954,40,0.8,1
Weinberg & Green,1987,1928,41,0.8,1
Riker Danzig Scherer & Hyland,1987,1875.6,42,0.8,3
Gibson Dunn & Crutcher,1987,1671.8,43,0.7,11
Kronish Lieb Weiner & Hellman,1987,1537.5,44,0.6,5
Davis Wright & Jones,1987,1393.7,45,0.6,2
Lowenstein Sandler Kohl Fisher & Boylan,1987,1350.8,46,0.6,2
Mcdermott Will & Emery,1987,1347.5,47,0.6,4
Clifford Chance,1987,1327.6,48*,0.6,1
Travers Smith Braithwaite,1987,1327.6,48*,0.6,1
Holme Roberts & Owen,1987,1315.4,50,0.6,1
Edwards & Angell,1987,1250,51,0.5,1
"Cline, Williams, Wright, Johnson & Oldfather",1987,1191,52*,0.5,1
"Ashinoff, Ross & Goldman",1987,1191,52*,0.5,1
Michael Best & Friedrich,1987,1191,52*,0.5,1
"Woods, Aitken, Smith, Greer*",1987,1191,52*,0.5,1
McCarter & English,1987,1112.7,56,0.5,2
Patterson Belknap Webb & Tyler,1987,1078.9,57,0.5,2
Hughes Hubbard & Reed,1987,995.6,58,0.4,2
Bingham Dana & Gould,1987,952.2,59,0.4,2
Ropes & Gray,1987,920.6,60,0.4,3
O Sullivan Graer & Karabell LLP,1987,911.4,61,0.4,1
Ryan & White,1987,860,62,0.4,2
Baker & McKenzie,1987,849.2,63,0.4,1
Frost & Jacobs,1987,843.1,64,0.4,3
Kirkpatrick & Lockhart LLP,1987,779.5,65,0.3,3
Stroock & Stroock & Lavan,1987,776.1,66,0.3,7
Cole & Deitz,1987,770.6,67,0.3,1
