FirmName,Year,MnA Revenue,MnA Rank,MnA Market Share,Mna Num Of Deals
Munger Tolles & Olson,2001,756.2,170,0.1,4
Eversheds,2001,735.4,171,0.1,13
Brobeck Hale & Dorr International,2001,734.9,172,0.1,5
Grimaldi e Clifford Chance,2001,715,173,0.1,1
Jenkens & Gilchrist,2001,714.5,174,0.1,5
Locke Liddell & Sapp LLP,2001,711.6,175,0.1,2
Martineau Johnson,2001,696.7,176,0.1,2
"Carter, Ledyard & Milburn",2001,688.6,177,0.1,1
Shearman & Sterling LLP,2001,680,178,0.1,1
Clayton Utz,2001,660,179,0.1,1
Mintz Levin Cohn Ferris Glovsky & Popeo,2001,613.9,180,0.1,5
Haynes & Boone,2001,610,181,0.1,2
Nixon Peabody LLP,2001,600.1,182,0.1,4
Edwards & Angell,2001,600,183,0.1,1
Faegre & Benson,2001,586.4,184,0.1,3
Setterwalls,2001,576.1,185,0.1,1
Smith Helms Mulliss & Moore,2001,572.9,186,0.1,1
Correro Fishman Haygood Phelps Weiss Walmsley&Cast,2001,558.6,187,0.1,1
Baker Botts LLP,2001,553.3,188,0.1,1
General Counsel,2001,482.3,189,0.1,4
"Negri, Teijeiro & Incera",2001,478.4,190,0.1,2
Kirkpatrick & Lockhart LLP,2001,472.9,191,0.1,4
Brown Rudnick Freed & Gesmer,2001,472.5,192,0.1,2
CMS Cameron McKenna,2001,460.4,193,0.1,7
Hammond Suddards Edge,2001,447.9,194,0.1,9
"Routman, Moore, Goldstone & Valentino (PA)",2001,443.5,195,0.1,1
Oppenhoff & Radler,2001,436.1,196,0.1,1
Landwell,2001,435,197,0.1,3
Holland & Knight LLP,2001,431.5,198,0.1,1
"Potter, Minton, Roberts, Davis & Jones (TX)",2001,414.2,199,0.1,1
Klett Lieber Rooney,2001,404.2,200*,0.1,1
Klett Lieber Rooney & Schorling,2001,404.2,200*,0.1,1
Reboul MacMurray Hewitt Maynard & Kristol,2001,404.2,200*,0.1,1
"Skadden, Arps, Slate, Meagher & Flom",2002,132720.4,1,27.3,156
Gibson Dunn & Crutcher,2002,97240.4,2,20,98
Sullivan & Cromwell,2002,94485.2,3,19.4,70
Clifford Chance,2002,89056.6,4,18.3,59
Arnold & Porter,2002,84433.4,5,17.4,51
Jones Day Reavis & Pogue,2002,83836.8,6,17.2,241
Linklaters & Alliance,2002,74160.1,7,15.2,40
"Cadwalader, Wickersham & Taft",2002,70344.7,8,14.5,19
Wachtell Lipton Rosen & Katz,2002,68973.6,9,14.2,40
Cassels Brock & Blackwell LLP,2002,63858.3,10,13.1,4
Mannheimer Swartling Advokatbyra,2002,61126.1,11,12.6,8
Borden Ladner Gervais LLP,2002,59819.4,12,12.3,2
Barsalou Lawson,2002,59515,13,12.2,1
Simpson Thacher & Bartlett,2002,58294.2,14,12,59
Cleary Gottlieb Steen & Hamilton,2002,55276.8,15,11.4,48
Latham & Watkins,2002,39356.3,16,8.1,120
Morris Nichols Arsht & Tunnell,2002,35953.5,17,7.4,53
Shearman & Sterling,2002,35036.2,18,7.2,82
Davis Polk & Wardwell,2002,34176.1,19,7,46
Fried Frank Harris Shriver & Jacobson,2002,33186.3,20,6.8,42
Weil Gotshal & Manges,2002,31774.7,21,6.5,151
Debevoise & Plimpton,2002,28913.6,22,5.9,67
Dewey Ballantine LLP,2002,27731.4,23,5.7,54
"Cravath, Swaine & Moore",2002,27371.6,24,5.6,51
King & Spalding,2002,22980.6,25,4.7,41
Willkie Farr & Gallagher,2002,20211.4,26,4.2,30
Freshfields Bruckhaus Deringer,2002,18508.4,27,3.8,30
Norton Rose,2002,16662.2,28,3.4,5
Matheson Ormsby Prentice,2002,16367.3,29,3.4,6
Osler Hoskin & Harcourt LLP,2002,15842.8,30,3.3,21
O'Melveny & Myers,2002,15663.1,31,3.2,24
"Paul, Weiss",2002,13417.2,32,2.8,40
Minter Ellison,2002,13414.6,33,2.8,7
Herbert Smith/Gleiss Lutz/Stibbe,2002,12494.7,34,2.6,15
Slaughter and May,2002,11763.4,35,2.4,14
Allen & Overy,2002,11544.4,36,2.4,27
Kirkland & Ellis,2002,10761.9,37,2.2,19
Lovells,2002,9745.2,38,2,20
Winston & Strawn,2002,9445.2,39,1.9,20
Wilson Sonsini Goodrich & Rosati,2002,9352.3,40,1.9,118
McCarthy Tetrault,2002,9308.3,41,1.9,14
Kirkpatrick & Lockhart LLP,2002,9041.5,42,1.9,6
Ropes & Gray,2002,8853.7,43,1.8,15
Morgan Lewis & Bockius,2002,8228.7,44,1.7,51
Stikeman Elliott (Canada),2002,8055,45,1.7,6
Baker & Botts,2002,7846.8,46,1.6,38
Hogan & Hartson,2002,7796.6,47,1.6,44
Heller Ehrman White & McAuliffe,2002,7579.5,48,1.6,23
Baker & McKenzie,2002,7367.4,49,1.5,22
White & Case LLP,2002,6793.2,50,1.4,28
Hahn Loeser & Parks,2002,6677.8,51,1.4,1
Sutherland Asbill & Brennan LLP,2002,6582.5,52,1.4,4
Hengeler Mueller Weitzel Wirtz,2002,6089,53,1.3,10
Vinson & Elkins LLP,2002,5811.1,54,1.2,6
Webber Wentzel Bowens,2002,5573.9,55,1.2,1
De Brauw Blackstone Westbroek NV,2002,5337.8,56,1.1,2
Mayer Brown Rowe & Maw,2002,5148.8,57,1.1,87
Coudert Brothers,2002,4934.1,58,1,2
LeBoeuf Lamb Greene & MacRae,2002,4787,59,1,11
Dorsey & Whitney LLP,2002,4586.1,60,0.9,181
Sidley Austin Brown & Wood,2002,4380.6,61,0.9,48
Fenwick & West LLP,2002,4344.7,62,0.9,32
Mallesons Stephen Jaques,2002,4330.7,63,0.9,9
Bennett Jones,2002,4289.9,64,0.9,3
Brobeck Phleger & Harrison LLP,2002,4044.6,65,0.8,91
Mayer Brown & Platt,2002,3870.7,66,0.8,23
Bredin Prat,2002,3806.6,67,0.8,2
"Paul, Hastings, Janofsky & Walker",2002,3721.1,68,0.8,12
Blake Dawson,2002,3626.3,69,0.8,3
Fasken Martineau DuMoulin LLP,2002,3589,70,0.7,3
Herbert Smith/Gleiss Lutz,2002,3542.1,71,0.7,4
Ashurst Morris Crisp,2002,3520.9,72,0.7,18
Alston & Bird,2002,3505.5,73,0.7,31
Darrois Villey Maillot Brochier,2002,3306.6,74*,0.7,1
Veil Jourde La Garanderie,2002,3306.6,74*,0.7,1
Morrison & Foerster,2002,3289.2,76,0.7,31
Shearman & Sterling LLP,2002,3183,77,0.7,12
William Fry,2002,3144.1,78,0.7,4
Torys,2002,2990.9,79,0.6,13
Bryan Cave LLP,2002,2979.1,80,0.6,72
Dechert,2002,2925.2,81,0.6,12
Allens Arthur Robinson,2002,2915.6,82,0.6,7
Pillsbury Winthrop LLP,2002,2829.4,83,0.6,22
Baker Botts LLP,2002,2670.6,84,0.6,18
Hunton & Williams,2002,2651.6,85,0.5,27
DLA Piper Rudnick Gray Cary LLP,2002,2594.9,86,0.5,1
Simmons & Simmons,2002,2573.6,87,0.5,20
Stikeman Elliott,2002,2567.5,88,0.5,15
Linklaters,2002,2290.8,89,0.5,9
Cooley Godward LLP,2002,2181.9,90,0.5,33
Piper Rudnick LLP,2002,2148.5,91,0.4,30
Jenner & Block,2002,2140.4,92,0.4,7
Travers Smith Braithwaite,2002,2054.4,93,0.4,3
Proskauer Rose LLP,2002,2051.4,94,0.4,7
Gray Cary Ware & Freidenrich,2002,1951.6,95,0.4,51
Roschier Holmberg,2002,1852.1,96,0.4,1
Andrews Kurth LLP,2002,1748.9,97,0.4,7
McMillan Binch,2002,1692,98,0.4,3
Wilmer Cutler & Pickering,2002,1653.2,99,0.3,2
Hauser Rectitsanwaelte,2002,1596.4,100,0.3,2
Chiomenti Studio Legal,2002,1560.3,101,0.3,1
Skadden Arps Slate Meagher & Flom (International),2002,1412.8,102,0.3,4
Denton Wilde Sapte,2002,1311.5,103,0.3,10
Freehills,2002,1239.8,104,0.3,4
Aird & Berlis,2002,1235.5,105,0.3,6
Greenberg Traurig,2002,1225.3,106,0.3,3
Squire Sanders & Dempsey (US) LLP,2002,1224,107,0.3,6
Mintz Levin Cohn Ferris Glovsky & Popeo,2002,1221.4,108,0.3,7
Rambaud Martel,2002,1184.4,109,0.2,1
"Creel, Garcia-Cuellar y Muggenburg",2002,1176.1,110,0.2,5
Eversheds,2002,1147.4,111,0.2,12
McDermott Will & Emery,2002,1088.3,112,0.2,4
Neal Gerber & Eisenberg,2002,1001.3,113,0.2,1
Covington & Burling,2002,912.9,114,0.2,1
Blake Cassels & Graydon,2002,909.3,115,0.2,10
Troutman Sanders LLP,2002,872.1,116,0.2,3
Howrey & Simon,2002,840,117,0.2,1
"Day, Berry & Howard",2002,836.6,118,0.2,1
SJ Berwin,2002,797.9,119,0.2,5
Cahill Gordon & Reindel,2002,742,120,0.2,3
Chadbourne & Parke,2002,718.4,121,0.2,1
Lane & Waterman,2002,694,122,0.1,1
"Goodman and Carr, Toronto",2002,688.8,123,0.1,1
Holland & Knight LLP,2002,672.5,124,0.1,4
"Brooks, Pierce, McLendon, Humphrey & Leonard",2002,650,125,0.1,1
Davies Ward Phillips & Vineberg LLP,2002,633.9,126,0.1,4
"Akin, Gump, Strauss, Hauer & Feld",2002,626.7,127,0.1,3
Ice Miller LLP,2002,626.6,128,0.1,3
Bracewell & Patterson,2002,625.4,129,0.1,13
Clayton Utz,2002,604.8,130,0.1,4
Advokatfirman Vinge,2002,604.5,131,0.1,3
Addleshaw Booth & Co,2002,581.9,132,0.1,4
Hale & Dorr LLP,2002,577.1,133,0.1,6
"Nelson, Mullins, Riley & Scarborough",2002,543.1,134,0.1,2
"Akerman, Senterfitt & Edison",2002,539.3,135,0.1,1
Godfrey & Kahn,2002,527.8,136,0.1,2
Locke Liddell & Sapp LLP,2002,515.4,137,0.1,3
Armstrong Teasdale LLP,2002,507.5,138,0.1,1
Hammond Suddards Edge,2002,499.7,139,0.1,11
Pinsent Curtis Biddle,2002,498.9,140,0.1,2
Solomon & Weinberg LLP,2002,483.5,141,0.1,1
"Carter, Ledyard & Milburn",2002,473.7,142,0.1,2
Macfarlanes,2002,473.1,143,0.1,4
"Smith,Anderson,Blount,Dorsett and Jernigan",2002,467.1,144,0.1,1
"Wollmuth, Maher & Deutsch LLP",2002,448,145,0.1,2
Venture Law Group,2002,420.3,146,0.1,3
Schiff Hardin & Waite,2002,419,147,0.1,1
Minter Ellison Morris Fletcher,2002,415,148,0.1,1
Goodwin Procter LLP,2002,412.7,149,0.1,6
Bingham McCutchen LLP,2002,412,150,0.1,2
Dewey Ballantine,2002,398.6,151,0.1,2
"Brown,Raysman & Millstein",2002,394,152,0.1,2
"Kaye, Scholer, Fierman, Hays & Handler",2002,381.8,153,0.1,1
"Varnum, Riddering, Schmidt & Howlett",2002,377.1,154,0.1,1
Uria Menendez,2002,376.9,155,0.1,3
Sonnenschein Nath & Rosenthal,2002,370,156,0.1,9
Piper Marbury Rudnick & Wolfe,2002,360,157*,0.1,2
A&L Goodbody,2002,360,157*,0.1,1
Fraser Milner Casgrain,2002,351.3,159,0.1,5
"Smith, Gambrell & Russell",2002,350.7,160,0.1,6
Frost Brown Todd LLC,2002,350,161,0.1,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2002,346.8,162,0.1,3
Testa Hurwitz & Thibeault,2002,344.7,163,0.1,3
Taylor Joynson Garrett,2002,341.5,164,0.1,5
"Benesch, Friedlander, Coplan & Aronoff",2002,341.4,165,0.1,1
Lawrence Graham,2002,340.6,166,0.1,2
Kramer Levin Naftalis & Frankel,2002,340.1,167,0.1,2
Schulte Roth & Zabel LLP,2002,330,168,0.1,1
"Davis, Malm & D'Agostino",2002,311.3,169*,0.1,1
Blaney McMurtry Stapells,2002,311.3,169*,0.1,1
Snell & Wilmer,2002,308.9,171,0.1,3
Jones Day,2002,308.3,172,0.1,3
Thelen Reid & Priest LLP,2002,305.2,173,0.1,2
General Counsel,2002,302.9,174,0.1,5
Malson Edelman Borman & Brand LLP,2002,301.3,175,0.1,1
"Choate, Hall & Stewart LLP",2002,283.1,176,0.1,1
Buchanan Ingersoll Professional Corp,2002,272.2,177,0.1,1
Foley Hoag & Eliot LLP,2002,270.7,178,0.1,5
Bartlit Beck Herman Palenchar & Scott,2002,259,179,0.1,5
"Graydon, Head & Ritchey",2002,256.5,180,0.1,1
Macleod Dixon,2002,251,181,0.1,2
Womble Carlyle Sandridge & Rice PLLC,2002,242.6,182,0.1,3
Sidley & Austin,2002,234.9,183,0.1,11
Freshfields,2002,226.6,184,0.1,6
Foster Pepper & Shefelman PLLC,2002,222.3,185*,0.1,1
Tonkon Torp LLP,2002,222.3,185*,0.1,1
Lang Michener,2002,218.2,187,0,2
Powell Goldstein Frazer & Murphy,2002,214.5,188,0,4
Horgan Rosen Beckham Coren,2002,213.3,189,0,1
Warshaw Burstein Cohen Schlesinger & Kuh,2002,211.9,190,0,1
Addleshaw Goddard,2002,204.5,191,0,1
Cox Hanson O'Reilly Matheson,2002,196.3,192,0,3
Richards Layton & Finger,2002,192.9,193,0,2
Orrick Herrington & Sutcliffe LLP,2002,191.8,194,0,5
Nelson & Co,2002,190,195*,0,1
Salans,2002,190,195*,0,1
Robinson Bradshaw & Hinson,2002,187.2,197,0,7
Dittmar & Indrenius,2002,185.1,198,0,1
Kane Kessler,2002,185,199,0,1
Faegre & Benson,2002,180,200,0,1
Latham & Watkins,2003,115141.3,1,18.6,146
Sullivan & Cromwell,2003,114503.2,2,18.4,95
Simpson Thacher & Bartlett,2003,111605.4,3,18,87
"Skadden, Arps, Slate, Meagher & Flom",2003,106281.6,4,17.1,163
Cleary Gottlieb Steen & Hamilton,2003,104658.4,5,16.9,58
Wachtell Lipton Rosen & Katz,2003,98145.5,6,15.8,52
Dewey Ballantine LLP,2003,95651.2,7,15.4,75
Davis Polk & Wardwell,2003,80773.2,8,13,60
Weil Gotshal & Manges,2003,68214.6,9,11,190
Fried Frank Harris Shriver & Jacobson,2003,67046.2,10,10.8,70
Clifford Chance,2003,66782.2,11,10.8,65
Debevoise & Plimpton,2003,64044.3,12,10.3,60
Ashurst Morris Crisp,2003,54238.1,13,8.7,23
Jones Day,2003,46427.8,14,7.5,301
Gibson Dunn & Crutcher,2003,38838.6,15,6.3,103
Arnold & Porter,2003,33684.5,16,5.4,30
Mayer Brown Rowe & Maw,2003,31497.8,17,5.1,60
"Cravath, Swaine & Moore",2003,31240.6,18,5,38
Allen & Overy,2003,30692.7,19,4.9,28
Linklaters,2003,26069.8,20,4.2,23
Shearman & Sterling,2003,25362.2,21,4.1,22
Hogan & Hartson,2003,24843.1,22,4,27
A&L Goodbody,2003,23822.2,23,3.8,20
Bryan Cave LLP,2003,21447.1,24,3.5,76
Willkie Farr & Gallagher,2003,20322.6,25,3.3,24
LeBoeuf Lamb Greene & MacRae,2003,19013.8,26,3.1,28
Baker & McKenzie,2003,18486.9,27,3,36
Shearman & Sterling LLP,2003,18387.3,28,3,69
Osler Hoskin & Harcourt LLP,2003,17852.5,29,2.9,21
White & Case LLP,2003,16987,30,2.7,38
Allens Arthur Robinson,2003,16753.6,31,2.7,10
Matheson Ormsby Prentice,2003,16679.5,32,2.7,7
Baker & Daniels,2003,16441.7,33,2.7,1
Edwards & Angell,2003,16431.9,34,2.7,6
"Paul, Weiss",2003,16165.9,35,2.6,65
Sidley Austin Brown & Wood,2003,16159.8,36,2.6,53
Torys,2003,15827,37,2.6,20
Kirkland & Ellis,2003,15797.6,38,2.5,18
Slaughter and May,2003,15734.4,39,2.5,10
Stikeman Elliott (Canada),2003,15478.8,40,2.5,10
Herbert Smith/Gleiss Lutz/Stibbe,2003,15163.7,41,2.4,18
Morris Nichols Arsht & Tunnell,2003,14732,42,2.4,44
Hengeler Mueller,2003,14271.9,43,2.3,16
Goodwin Procter LLP,2003,14209.5,44,2.3,27
Morgan Lewis & Bockius,2003,14129.5,45,2.3,68
Wilson Sonsini Goodrich & Rosati,2003,14078,46,2.3,140
"Cadwalader, Wickersham & Taft",2003,13521.7,47,2.2,19
Baker Botts LLP,2003,13284.7,48,2.1,45
Freshfields,2003,12838.8,49,2.1,14
Freshfields Bruckhaus Deringer,2003,12408.4,50,2,22
Pillsbury Winthrop LLP,2003,12243.4,51,2,27
Davies Ward Phillips & Vineberg LLP,2003,11894,52,1.9,10
McDermott Will & Emery,2003,11771.9,53,1.9,68
WilmerHale,2003,11159.6,54,1.8,3
Ropes & Gray,2003,10991.9,55,1.8,47
King & Spalding,2003,10570.3,56,1.7,56
Stikeman Elliott,2003,9982.9,57,1.6,15
O'Melveny & Myers,2003,9957.2,58,1.6,43
Dorsey & Whitney LLP,2003,9483,59,1.5,153
Mallesons Stephen Jaques,2003,8614.2,60,1.4,8
Linklaters & Alliance,2003,8178.6,61,1.3,15
Andrews Kurth LLP,2003,8081.5,62,1.3,29
Denton Wilde Sapte,2003,7955.6,63,1.3,2
Fasken Martineau DuMoulin LLP,2003,6529.1,64,1.1,8
Squire Sanders & Dempsey (US) LLP,2003,6270.7,65,1,19
"Akin, Gump, Strauss, Hauer & Feld",2003,6132.6,66,1,19
Heuking Kuehn Lueer Wojtek,2003,6121.1,67,1,2
CMS Cameron McKenna,2003,6083.9,68,1,12
Lovells,2003,5700,69,0.9,15
Jenner & Block,2003,5669,70,0.9,4
Eversheds,2003,5455.4,71,0.9,20
Freehills,2003,5285.5,72,0.9,9
Winston & Strawn,2003,5268.5,73,0.9,28
"Paul, Hastings, Janofsky & Walker",2003,5173.3,74,0.8,35
Fraser Milner Casgrain,2003,4774.5,75,0.8,5
Kirkpatrick & Lockhart LLP,2003,4439.3,76,0.7,21
Vinson & Elkins LLP,2003,4330.5,77,0.7,10
Grueninger Hunziker Roth Rechtsanwaelte,2003,4200,78,0.7,1
Hunton & Williams,2003,3960.7,79,0.6,21
Womble Carlyle Sandridge & Rice PLLC,2003,3954.6,80,0.6,4
Gray Cary Ware & Freidenrich,2003,3875.3,81,0.6,72
Dechert,2003,3824.9,82,0.6,37
Cooley Godward LLP,2003,3746,83,0.6,41
Alston & Bird,2003,3605.2,84,0.6,48
Covington & Burling,2003,3602,85,0.6,12
Bar & Karrer,2003,3264.7,86,0.5,1
McCann Fitzgerald,2003,2973.9,87,0.5,2
Jones Day Reavis & Pogue,2003,2761.7,88,0.4,11
Moore & Van Allen PLLC,2003,2745,89,0.4,2
Heller Ehrman White & McAuliffe,2003,2739.3,90,0.4,46
Fenwick & West LLP,2003,2468.1,91,0.4,41
Mannheimer Swartling Advokatbyra,2003,2391.7,92,0.4,10
Gide Loyrette Nouel,2003,2284.7,93,0.4,4
Travers Smith Braithwaite,2003,2266.5,94,0.4,5
Baker & Botts,2003,2257.5,95,0.4,10
Morrison & Foerster,2003,2168.8,96,0.4,27
"Elias, Matz, Tiernan & Herrick",2003,1898.3,97,0.3,4
McCarthy Tetrault,2003,1702,98,0.3,12
Rambaud Martel,2003,1681.5,99,0.3,2
Simmons & Simmons,2003,1662.8,100,0.3,13
Fulbright & Jaworski,2003,1562,101,0.3,3
Clayton Utz,2003,1554,102,0.3,9
Pepper Hamilton LLP,2003,1542.9,103,0.3,5
Minter Ellison,2003,1444.5,104,0.2,6
Coudert Brothers,2003,1442.5,105,0.2,5
Thelen Reid & Priest LLP,2003,1422.3,106,0.2,2
"Kaplan, Strangis & Kaplan",2003,1418.7,107,0.2,1
McMillan Binch,2003,1394.4,108,0.2,4
Bell Boyd & Lloyd,2003,1366.1,109,0.2,1
Holme Roberts & Owen,2003,1352.1,110,0.2,1
Advokatfirman Vinge,2003,1313.1,111,0.2,8
Gianni Origoni & Partners,2003,1297.7,112,0.2,4
Reed Smith Shaw & McClay (PA),2003,1278.8,113,0.2,2
Piper Rudnick LLP,2003,1269.5,114,0.2,12
Drinker Biddle & Reath LLP,2003,1214.7,115*,0.2,1
Spitzer & Feldman,2003,1214.7,115*,0.2,1
Chiomenti Studio Legal,2003,1166.7,117,0.2,5
Luse Lehman Gorman Pomerenk & Schick,2003,1072.4,118,0.2,3
Cassels Brock & Blackwell LLP,2003,1048.4,119,0.2,3
Sonnenschein Nath & Rosenthal,2003,1031.9,120,0.2,20
Chadbourne & Parke,2003,1018.8,121,0.2,2
Uria Menendez,2003,1005.7,122,0.2,6
CMS,2003,930,123,0.2,1
Cahill Gordon & Reindel,2003,923.2,124,0.2,4
Goodmans,2003,902.3,125,0.2,7
Foley & Lardner,2003,901.6,126,0.2,1
Greenberg Traurig,2003,898.7,127,0.1,3
Darrois Villey Maillot Brochier,2003,871.7,128,0.1,1
"Muldoon, Murphy & Faucette",2003,858.6,129,0.1,5
Stevens & Lee P.C.,2003,854.7,130,0.1,5
Manatt Phelps & Phillips,2003,842,131,0.1,4
SJ Berwin,2003,841.7,132,0.1,10
Hale & Dorr LLP,2003,794.8,133,0.1,7
Blake Dawson,2003,794.7,134,0.1,5
Foley Hoag & Eliot LLP,2003,734.9,135,0.1,4
Thacher Proffitt & Wood,2003,717.4,136,0.1,2
Hannes Snellman,2003,697.8,137,0.1,3
Blank Rome LLP,2003,692.7,138,0.1,4
"Perez Alati, Grondona, Benites, Arntsen & Martinez",2003,672.8,139,0.1,2
Stoel Rives LLP,2003,666.2,140,0.1,2
Phillips Fox,2003,664.8,141,0.1,2
Faegre & Benson,2003,654.9,142,0.1,3
Dickson Minto,2003,641.9,143,0.1,3
Bracewell & Patterson,2003,628,144,0.1,3
"Keller, Rohrback",2003,622.4,145,0.1,1
Bennett Jones,2003,613.2,146,0.1,2
Howard Rice Nemerovsky Canady Falk & Rabkin,2003,583.1,147,0.1,1
Briggs & Morgan,2003,575,148,0.1,1
Ogden Newell & Welch,2003,569.5,149,0.1,1
Bredin Prat,2003,565,150,0.1,1
Norton Rose,2003,561.7,151,0.1,9
Cameron McKenna Minter Ellison,2003,558.5,152,0.1,3
Corrs Chambers Westgarth,2003,542.3,153,0.1,2
Honigman Miller Schwartz And Cohn,2003,535,154,0.1,4
Grimaldi e Associati,2003,524.3,155,0.1,2
Thompson Hine LLP,2003,515,156*,0.1,4
Thompson Coburn,2003,515,156*,0.1,3
Venable Baetjer & Howard,2003,504.3,158,0.1,1
Sutherland Asbill & Brennan LLP,2003,502.4,159,0.1,4
Gardner Carton & Douglas,2003,498.6,160,0.1,1
Robinson Bradshaw & Hinson,2003,489.4,161,0.1,3
Godfrey & Kahn,2003,489.2,162,0.1,2
Venable LLP,2003,481.4,163,0.1,1
Cozen & O'Connor,2003,478.3,164,0.1,3
Gordon Feinblatt Rothman & Hollander (MD),2003,446.3,165,0.1,1
Atanaskovic Hartnell,2003,441,166,0.1,1
William Fry,2003,440.8,167,0.1,5
Gowling Lafleur Henderson LLP,2003,425.7,168,0.1,6
Nagashima Ohno & Tsunematsu,2003,422.9,169*,0.1,1
Anderson Mori,2003,422.9,169*,0.1,1
"Huber, Lawrence & Abell",2003,422.6,171,0.1,1
Borden Ladner Gervais LLP,2003,420.8,172,0.1,3
Pillsbury Winthrop Shaw Pitt LLP,2003,417,173,0.1,1
Heenan Blaikie,2003,396,174,0.1,3
Schulte Roth & Zabel LLP,2003,394.4,175,0.1,4
"Kaye, Scholer LLP",2003,385.5,176,0.1,2
Patterson Belknap Webb & Tyler,2003,366,177,0.1,2
Katten Muchin Zavis Rosenman,2003,358.4,178,0.1,2
Blake Cassels & Graydon,2003,355.2,179,0.1,7
Homburger Rechtsanwalte,2003,350,180,0.1,1
Sherman & Howard,2003,345.3,181,0.1,4
Vedder Price Kaufman & Kammholz,2003,345.1,182,0.1,3
Michael Best & Friedrich,2003,344.6,183,0.1,2
Testa Hurwitz & Thibeault,2003,341.3,184,0.1,3
"Wildman, Harrold, Allen & Dixon (IL)",2003,340.3,185,0.1,1
Clifford Chance Punder,2003,331.7,186,0.1,2
Desjardins Ducharme Stein Monast,2003,325.5,187,0.1,2
Thompson & Knight PC,2003,314.1,188,0.1,1
Troutman Sanders LLP,2003,311.1,189,0.1,4
Wiggin & Dana,2003,310,190,0.1,2
Stearns Weaver Miller Weissler Alhadeff,2003,308.4,191,0.1,1
Gomez Acebo & Pombo,2003,306.1,192,0.1,3
Mcdermott & Trayner,2003,305,193*,0.1,1
Tonkon Torp LLP,2003,305,193*,0.1,1
Locke Liddell & Sapp LLP,2003,291.2,195,0.1,2
Addleshaw Goddard,2003,278.7,196,0,8
"Blank, Rome, Comisky & Mccauley",2003,275.3,197,0,2
McGuireWoods LLP,2003,269.8,198,0,4
Wardynski and Partners,2003,260,199*,0,1
Kromann Reumert,2003,260,199*,0,1
Kocian Solc Balastik,2003,260,199*,0,1
NautaDutilh,2003,260,199*,0,1
De Brauw Blackstone Westbroek,2003,260,199*,0,1
Advokatfirman Cederquist,2003,260,199*,0,1
Rader Fishman & Grauer PLLC,2003,260,199*,0,1
Ak Muron,2003,260,199*,0,1
Bignon Lebray & Associes,2003,260,199*,0,1
Simpson Thacher & Bartlett,2004,246037.1,1,28.7,99
Sullivan & Cromwell,2004,232118.6,2,27,109
"Skadden, Arps, Slate, Meagher & Flom",2004,196492.2,3,22.9,160
Wachtell Lipton Rosen & Katz,2004,168323.9,4,19.6,55
"Cravath, Swaine & Moore",2004,134748.2,5,15.7,50
Fried Frank Harris Shriver & Jacobson,2004,118638,6,13.8,61
Davis Polk & Wardwell,2004,112668.9,7,13.1,87
Osler Hoskin & Harcourt LLP,2004,112420.6,8,13.1,46
Latham & Watkins,2004,111504.7,9,13,218
Clifford Chance,2004,96346.3,10,11.2,84
Jones Day,2004,93218.4,11,10.9,356
Shearman & Sterling LLP,2004,90042.7,12,10.5,92
Dewey Ballantine LLP,2004,76342.5,13,8.9,75
Debevoise & Plimpton,2004,73773.9,14,8.6,73
Arnold & Porter,2004,68404.8,15,8,41
Willkie Farr & Gallagher,2004,68211.8,16,7.9,50
Weil Gotshal & Manges,2004,66817.4,17,7.8,179
Mallesons Stephen Jaques,2004,65208.6,18,7.6,11
King & Spalding,2004,59347.2,19,6.9,62
"Paul, Weiss",2004,58201.4,20,6.8,71
Freshfields Bruckhaus Deringer,2004,57448.6,21,6.7,45
Stikeman Elliott,2004,53590,22,6.2,34
Cleary Gottlieb Steen & Hamilton,2004,52439.9,23,6.1,83
Gibson Dunn & Crutcher,2004,45354,24,5.3,116
Morris Nichols Arsht & Tunnell,2004,33981.1,25,4,38
Kirkland & Ellis,2004,31373.5,26,3.7,114
Linklaters,2004,30279.6,27,3.5,45
Alston & Bird,2004,28895.1,28,3.4,67
"Akin, Gump, Strauss, Hauer & Feld",2004,28641,29,3.3,68
Hengeler Mueller,2004,24880,30,2.9,41
Vinson & Elkins LLP,2004,23752.7,31,2.8,60
Baker Botts LLP,2004,21943.2,32,2.6,49
Baker & McKenzie,2004,21279,33,2.5,72
Covington & Burling,2004,20931.8,34,2.4,24
Fenwick & West LLP,2004,20883.1,35,2.4,43
Goodwin Procter LLP,2004,19962.7,36,2.3,53
Hogan & Hartson,2004,19300.8,37,2.3,64
Mayer Brown Rowe & Maw,2004,18579.7,38,2.2,55
Sidley Austin Brown & Wood,2004,18436.8,39,2.2,68
Piper Rudnick LLP,2004,16557.9,40,1.9,40
Ropes & Gray,2004,14633.1,41,1.7,55
Bradley Arant Rose & White LLP,2004,14310,42,1.7,2
Burr & Forman,2004,14155.8,43,1.7,1
Herbert Smith/Gleiss Lutz/Stibbe,2004,14009.1,44,1.6,25
Wilson Sonsini Goodrich & Rosati,2004,13855.3,45,1.6,113
Dittmar & Indrenius,2004,13519.7,46,1.6,1
Morgan Lewis & Bockius,2004,13036.1,47,1.5,73
Allen & Overy,2004,12922,48,1.5,35
Neal Gerber & Eisenberg,2004,12588.6,49,1.5,1
O'Melveny & Myers,2004,12232.5,50,1.4,41
Dorsey & Whitney LLP,2004,11934.5,51,1.4,170
"Cadwalader, Wickersham & Taft",2004,11670.7,52,1.4,13
